,title,category,,
462,Search and Refine During Think: Autonomous Retrieval-Augmented Reasoning of LLMs,reasoning_improvement,,
463,PromptPrism: A Linguistically-Inspired Taxonomy for Prompts,neither,,
464,AD-AGENT: A Multi-agent Framework for End-to-end Anomaly Detection,neither,,
465,On Next-Token Prediction in LLMs: How End Goals Determine the Consistency of Decoding Algorithms,reasoning_improvement,,
466,XtraGPT: LLMs for Human-AI Collaboration on Controllable Academic Paper Revision,neither,,
467,Patho-R1: A Multimodal Reinforcement Learning-Based Pathology Expert Reasoner,reasoning_improvement,,
468,EmotionHallucer: Evaluating Emotion Hallucinations in Multimodal Large Language Models,neither,,
469,Visual Planning: Let's Think Only with Images,reasoning_improvement,,
470,ReEx-SQL: Reasoning with Execution-Aware Reinforcement Learning for Text-to-SQL,reasoning_improvement,,
471,FlightGPT: Towards Generalizable and Interpretable UAV Vision-and-Language Navigation with Vision-Language Models,neither,,
472,PLAICraft: Large-Scale Time-Aligned Vision-Speech-Action Dataset for Embodied AI,neither,,
473,Rethinking Predictive Modeling for LLM Routing: When Simple kNN Beats Complex Learned Routers,neither,,
474,VisualQuality-R1: Reasoning-Induced Image Quality Assessment via Reinforcement Learning to Rank,reasoning_improvement,,
475,FormalMATH: Benchmarking Formal Mathematical Reasoning of Large Language Models,reasoning_improvement,,
476,Replay to Remember (R2R): An Efficient Uncertainty-driven Unsupervised Continual Learning Framework Using Generative Replay,neither,,
477,Towards Artificial Intelligence Research Assistant for Expert-Involved Learning,neither,,
478,GroverGPT-2: Simulating Grover's Algorithm via Chain-of-Thought Reasoning and Quantum-Native Tokenization,both,,
479,ConCISE: Confidence-guided Compression in Step-by-step Efficient Reasoning,both,,
480,DISCO Balances the Scales: Adaptive Domain- and Difficulty-Aware Reinforcement Learning on Imbalanced Data,neither,,
481,Traveling Across Languages: Benchmarking Cross-Lingual Consistency in Multimodal LLMs,neither,,
482,Learning to Rank Chain-of-Thought: An Energy-Based Approach with Outcome Supervision,reasoning_improvement,,
483,ARPO:End-to-End Policy Optimization for GUI Agents with Experience Replay,neither,,
484,MASLab: A Unified and Comprehensive Codebase for LLM-based Multi-Agent Systems,neither,,
485,Plan and Budget: Effective and Efficient Test-Time Scaling on Large Language Model Reasoning,reasoning_improvement,,
486,EULER: Enhancing the Reasoning Ability of Large Language Models through Error-Induced Learning,reasoning_improvement,,
487,R2R: Efficiently Navigating Divergent Reasoning Paths with Small-Large Model Token Routing,reasoning_improvement,,
488,CombiBench: Benchmarking LLM Capability for Combinatorial Mathematics,reasoning_improvement,,
489,RobotxR1: Enabling Embodied Robotic Intelligence on Large Language Models through Closed-Loop Reinforcement Learning,reasoning_improvement,,
490,X-Reasoner: Towards Generalizable Reasoning Across Modalities and Domains,reasoning_improvement,,
491,Shadow Wireless Intelligence: Large Language Model-Driven Reasoning in Covert Communications,reasoning_improvement,,
492,Advancing and Benchmarking Personalized Tool Invocation for LLMs,neither,,
493,LLM-Flock: Decentralized Multi-Robot Flocking via Large Language Models and Influence-Based Consensus,neither,,
494,Scaling Laws for Speculative Decoding,neither,,
495,Scalable LLM Math Reasoning Acceleration with Low-rank Distillation,reasoning_improvement,,
496,Time-R1: Towards Comprehensive Temporal Reasoning in LLMs,reasoning_improvement,,
497,AdaptThink: Reasoning Models Can Learn When to Think,reasoning_improvement,,
498,HALO: Hierarchical Autonomous Logic-Oriented Orchestration for Multi-Agent LLM Systems,reasoning_improvement,,
499,MM-PRM: Enhancing Multimodal Mathematical Reasoning with Scalable Step-Level Supervision,reasoning_improvement,,
500,Logic Jailbreak: Efficiently Unlocking LLM Safety Restrictions Through Formal Logical Expression,neither,,
501,Think or Not? Exploring Thinking Efficiency in Large Reasoning Models via an Information-Theoretic Lens,both,,
502,Understanding and Mitigating Overrefusal in LLMs from an Unveiling Perspective of Safety Decision Boundary,neither,,
503,Thought calibration: Efficient and confident test-time scaling,reasoning_improvement,,
504,Iterative Self-Incentivization Empowers Large Language Models as Agentic Searchers,reasoning_improvement,,
505,Are Language Models Consequentialist or Deontological Moral Reasoners?,reasoning_improvement,,
506,ChemHAS: Hierarchical Agent Stacking for Enhancing Chemistry Tools,neither,,
507,Hardware-Efficient Attention for Fast Decoding,neither,,
508,Reinforcing General Reasoning without Verifiers,reasoning_improvement,,
509,Rethinking the Unsolvable: When In-Context Search Meets Test-Time Scaling,neither,,
510,Towards Artificial General or Personalized Intelligence? A Survey on Foundation Models for Personalized Federated Intelligence,neither,,
511,PhysLLM: Harnessing Large Language Models for Cross-Modal Remote Physiological Sensing,neither,,
512,AC-Reason: Towards Theory-Guided Actual Causality Reasoning with Large Language Models,reasoning_improvement,,
513,MiMo: Unlocking the Reasoning Potential of Language Model -- From Pretraining to Posttraining,reasoning_improvement,,
514,LLM-BABYBENCH: Understanding and Evaluating Grounded Planning and Reasoning in LLMs,reasoning_improvement,,
515,Vad-R1: Towards Video Anomaly Reasoning via Perception-to-Cognition Chain-of-Thought,reasoning_improvement,,
516,The Avengers: A Simple Recipe for Uniting Smaller Language Models to Challenge Proprietary Giants,neither,,
517,Point-RFT: Improving Multimodal Reasoning with Visually Grounded Reinforcement Finetuning,reasoning_improvement,,
518,Scaling External Knowledge Input Beyond Context Windows of LLMs via Multi-Agent Collaboration,neither,,
519,CoThink: Token-Efficient Reasoning via Instruct Models Guiding Reasoning Models,both,,
520,Fostering Video Reasoning via Next-Event Prediction,reasoning_improvement,,
521,Compensating for Data with Reasoning: Low-Resource Machine Translation with LLMs,reasoning_improvement,,
522,Image Aesthetic Reasoning: A New Benchmark for Medical Image Screening with MLLMs,reasoning_improvement,,
523,VideoHallu: Evaluating and Mitigating Multi-modal Hallucinations on Synthetic Video Understanding,neither,,
524,FlowDubber: Movie Dubbing with LLM-based Semantic-aware Learning and Flow Matching based Voice Enhancing,neither,,
525,Stable Reinforcement Learning for Efficient Reasoning,reasoning_improvement,,
526,Lost in the Haystack: Smaller Needles are More Difficult for LLMs to Find,neither,,
527,First Finish Search: Efficient Test-Time Scaling in Large Language Models,chain_of_thought_reduction,,
528,NSNQuant: A Double Normalization Approach for Calibration-Free Low-Bit Vector Quantization of KV Cache,neither,,
529,"Fann or Flop: A Multigenre, Multiera Benchmark for Arabic Poetry Understanding in LLMs",neither,,
530,ELDeR: Getting Efficient LLMs through Data-Driven Regularized Layer-wise Pruning,neither,,
531,ALPS: Attention Localization and Pruning Strategy for Efficient Alignment of Large Language Models,neither,,
532,Unveiling the Compositional Ability Gap in Vision-Language Reasoning Model,reasoning_improvement,,
533,Large Language Models for Planning: A Comprehensive and Systematic Survey,neither,,
534,VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models,neither,,
535,CorBenchX: Large-Scale Chest X-Ray Error Dataset and Vision-Language Model Benchmark for Report Error Correction,neither,,
536,"Don't ""Overthink"" Passage Reranking: Is Reasoning Truly Necessary?",reasoning_improvement,,
537,ABHINAYA -- A System for Speech Emotion Recognition In Naturalistic Conditions Challenge,neither,,
538,Deep Video Discovery: Agentic Search with Tool Use for Long-form Video Understanding,neither,,
539,Thinking Fast and Right: Balancing Accuracy and Reasoning Length with Adaptive Rewards,both,,
540,Multi-modal Synthetic Data Training and Model Collapse: Insights from VLMs and Diffusion Models,neither,,
541,OpenThinkIMG: Learning to Think with Images via Visual Tool Reinforcement Learning,reasoning_improvement,,
542,Can Large Language Models Really Recognize Your Name?,neither,,
543,Void in Language Models,neither,,
544,"Shemiranifar, Mani",neither,,
545,Self-Reasoning Language Models: Unfold Hidden Reasoning Chains with Few Reasoning Catalyst,reasoning_improvement,,
546,KORGym: A Dynamic Game Platform for LLM Reasoning Evaluation,reasoning_improvement,,
547,Reinforcement Learning vs. Distillation: Understanding Accuracy and Capability in LLM Reasoning,reasoning_improvement,,
548,Beyond the First Error: Process Reward Models for Reflective Mathematical Reasoning,reasoning_improvement,,
549,Exploring the Limits of Vision-Language-Action Manipulations in Cross-task Generalization,neither,,
550,SAM-R1: Leveraging SAM for Reward Feedback in Multimodal Segmentation via Reinforcement Learning,neither,,
551,Pre-Training Curriculum for Multi-Token Prediction in Language Models,neither,,
552,Learning Composable Chains-of-Thought,both,,
553,Scalable Chain of Thoughts via Elastic Reasoning,reasoning_improvement,,
554,RICo: Refined In-Context Contribution for Automatic Instruction-Tuning Data Selection,neither,,
555,Towards Video to Piano Music Generation with Chain-of-Perform Support Benchmarks,neither,,
556,Beyond Safe Answers: A Benchmark for Evaluating True Risk Awareness in Large Reasoning Models,reasoning_improvement,,
557,Done Is Better than Perfect: Unlocking Efficient Reasoning by Structured Multi-Turn Decomposition,both,,
558,REARANK: Reasoning Re-ranking Agent via Reinforcement Learning,reasoning_improvement,,
559,What Can RL Bring to VLA Generalization? An Empirical Study,neither,,
560,CP-Router: An Uncertainty-Aware Router Between LLM and LRM,neither,,
561,The Entropy Mechanism of Reinforcement Learning for Reasoning Language Models,reasoning_improvement,,
562,Training Language Models to Generate Quality Code with Program Analysis Feedback,neither,,
563,Scaling Reasoning without Attention,reasoning_improvement,,
564,"Decomposing Elements of Problem Solving: What ""Math"" Does RL Teach?",reasoning_improvement,,
565,Teaching Language Models to Evolve with Users: Dynamic Profile Modeling for Personalized Alignment,neither,,
566,From Problem-Solving to Teaching Problem-Solving: Aligning LLMs with Pedagogy using Reinforcement Learning,reasoning_improvement,,
567,Learn to Reason Efficiently with Adaptive Length-based Reward Shaping,chain_of_thought_reduction,,
568,LENS: Multi-level Evaluation of Multimodal Reasoning with Large Language Models,reasoning_improvement,,
569,UniErase: Unlearning Token as a Universal Erasure Primitive for Language Models,neither,,
570,"Subtle Risks, Critical Failures: A Framework for Diagnosing Physical Safety of LLMs for Embodied Decision Making",neither,,
571,NeuSym-RAG: Hybrid Neural Symbolic Retrieval with Multiview Structuring for PDF Question Answering,reasoning_improvement,,
572,Efficient Reasoning via Chain of Unconscious Thought,reasoning_improvement,,
573,Judging with Many Minds: Do More Perspectives Mean Less Prejudice?,neither,,
574,Divide and Conquer: Grounding LLMs as Efficient Decision-Making Agents via Offline Hierarchical Reinforcement Learning,reasoning_improvement,,
575,LeCoDe: A Benchmark Dataset for Interactive Legal Consultation Dialogue Evaluation,neither,,
576,DISCOVER: Automated Curricula for Sparse-Reward Reinforcement Learning,neither,,
577,Why Distillation can Outperform Zero-RL: The Role of Flexible Reasoning,reasoning_improvement,,
578,Automating eHMI Action Design with LLMs for Automated Vehicle Communication,neither,,
579,Rendering-Aware Reinforcement Learning for Vector Graphics Generation,neither,,
580,Optimal Post-Hoc Theorizing,reasoning_improvement,,
581,"Chen, Andrew Y.",neither,,
582,Towards Automated Situation Awareness: A RAG-Based Framework for Peacebuilding Reports,neither,,
583,IN-RIL: Interleaved Reinforcement and Imitation Learning for Policy Fine-Tuning,neither,,
584,Reinforcing the Diffusion Chain of Lateral Thought with Diffusion Language Models,reasoning_improvement,,
585,MUSEG: Reinforcing Video Temporal Understanding via Timestamp-Aware Multi-Segment Grounding,reasoning_improvement,,
586,Large Language Models as AI Agents for Digital Atoms and Molecules: Catalyzing a New Era in Computational Biophysics,neither,,
587,Retrieval-augmented in-context learning for multimodal large language models in disease classification,neither,,
588,ABKD: Pursuing a Proper Allocation of the Probability Mass in Knowledge Distillation via $α$-$β$-Divergence,neither,,
589,Resist Platform-Controlled AI Agents and Champion User-Centric Agent Advocates,neither,,
590,Position Paper: Bounded Alignment: What (Not) To Expect From AGI Agents,neither,,
591,"Minai, Ali A.",neither,,
592,LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,reasoning_improvement,,
593,J1: Exploring Simple Test-Time Scaling for LLM-as-a-Judge,neither,,
594,Aux-Think: Exploring Reasoning Strategies for Data-Efficient Vision-Language Navigation,reasoning_improvement,,
595,Seek-CAD: A Self-refined Generative Modeling for 3D Parametric CAD Using Local Inference via DeepSeek,neither,,
596,CIKT: A Collaborative and Iterative Knowledge Tracing Framework with Large Language Models,neither,,
597,Reasoning Meets Personalization: Unleashing the Potential of Large Reasoning Model for Personalized Generation,both,,
598,PreMoe: Lightening MoEs on Constrained Memory by Expert Pruning and Retrieval,neither,,
599,USTBench: Benchmarking and Dissecting Spatiotemporal Reasoning of LLMs as Urban Agents,reasoning_improvement,,
600,SOSBENCH: Benchmarking Safety Alignment on Scientific Knowledge,neither,,
601,On the generalization of language models from in-context learning and finetuning: a controlled study,neither,,
602,MINERVA: Evaluating Complex Video Reasoning,reasoning_improvement,,
603,Sandcastles in the Storm: Revisiting the (Im)possibility of Strong Watermarking,neither,,
604,Token Communication-Driven Multimodal Large Models in Resource-Constrained Multiuser Networks,neither,,
605,DisCO: Reinforcing Large Reasoning Models with Discriminative Constrained Optimization,reasoning_improvement,,
606,Success is in the Details: Evaluate and Enhance Details Sensitivity of Code LLMs through Counterfactuals,reasoning_improvement,,
607,Rank-K: Test-Time Reasoning for Listwise Reranking,reasoning_improvement,,
608,Enhancing Visual Grounding for GUI Agents via Self-Evolutionary Reinforcement Learning,reasoning_improvement,,
609,MedAgentBoard: Benchmarking Multi-Agent Collaboration with Conventional Methods for Diverse Medical Tasks,neither,,
610,Re$^2$: A Consistency-ensured Dataset for Full-stage Peer Review and Multi-turn Rebuttal Discussions,neither,,
611,MilChat: Introducing Chain of Thought Reasoning and GRPO to a Multimodal Small Language Model for Remote Sensing,both,,
612,A Survey of Attacks on Large Language Models,neither,,
613,Ineq-Comp: Benchmarking Human-Intuitive Compositional Reasoning in Automated Theorem Proving on Inequalities,reasoning_improvement,,
614,Scalable Strategies for Continual Learning with Replay,neither,,
615,SafeMVDrive: Multi-view Safety-Critical Driving Video Synthesis in the Real World Domain,neither,,
616,Rethinking the Sampling Criteria in Reinforcement Learning for LLM Reasoning: A Competence-Difficulty Alignment Perspective,reasoning_improvement,,
617,GeoGramBench: Benchmarking the Geometric Program Reasoning in Modern LLMs,reasoning_improvement,,
618,EVADE: Multimodal Benchmark for Evasive Content Detection in E-Commerce Applications,neither,,
619,R1-Code-Interpreter: Training LLMs to Reason with Code via Supervised and Reinforcement Learning,reasoning_improvement,,
620,"Hickok, Truman",neither,,
621,Incentivizing Multimodal Reasoning in Large Models for Direct Robot Manipulation,reasoning_improvement,,
622,Observe-R1: Unlocking Reasoning Abilities of MLLMs with Dynamic Progressive Reinforcement Learning,reasoning_improvement,,
623,WebNovelBench: Placing LLM Novelists on the Web Novel Distribution,neither,,
624,Multicrossmodal Automated Agent for Integrating Diverse Materials Science Data,neither,,
625,R-TOFU: Unlearning in Large Reasoning Models,reasoning_improvement,,
626,Prolonged Reasoning Is Not All You Need: Certainty-Based Adaptive Routing for Efficient LLM/MLLM Reasoning,chain_of_thought_reduction,,
627,Your Language Model Can Secretly Write Like Humans: Contrastive Paraphrase Attacks on LLM-Generated Text Detectors,neither,,
628,lmgame-Bench: How Good are LLMs at Playing Games?,neither,,
629,When to Continue Thinking: Adaptive Thinking Mode Switching for Efficient Reasoning,reasoning_improvement,,
630,WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,neither,,
631,When Do LLMs Admit Their Mistakes? Understanding the Role of Model Belief in Retraction,reasoning_improvement,,
632,Think-RM: Enabling Long-Horizon Reasoning in Generative Reward Models,reasoning_improvement,,
633,Co-Reinforcement Learning for Unified Multimodal Understanding and Generation,neither,,
634,"H2:Towards Efficient Large-Scale LLM Training on Hyper-Heterogeneous Cluster over 1,000 Chips",neither,,
635,Scaling Image and Video Generation via Test-Time Evolutionary Search,neither,,
636,Bridging Supervised Learning and Reinforcement Learning in Math Reasoning,reasoning_improvement,,
637,Towards Revealing the Effectiveness of Small-Scale Fine-tuning in R1-style Reinforcement Learning,neither,,
638,Outcome-based Reinforcement Learning to Predict the Future,neither,,
639,ProgRM: Build Better GUI Agents with Progress Rewards,neither,,
640,"Wu, Xiaobao",neither,,
641,Large Language Model-driven Security Assistant for Internet of Things via Chain-of-Thought,both,,
642,Dialz: A Python Toolkit for Steering Vectors,neither,,
643,AKD : Adversarial Knowledge Distillation For Large Language Models Alignment on Coding tasks,neither,,
644,Seed1.5-VL Technical Report,neither,,
645,From Token to Action: State Machine Reasoning to Mitigate Overthinking in Information Retrieval,reasoning_improvement,,
646,Enhancing Study-Level Inference from Clinical Trial Papers via RL-based Numeric Reasoning,reasoning_improvement,,
647,MenTeR: A fully-automated Multi-agenT workflow for end-to-end RF/Analog Circuits Netlist Design,neither,,
648,Helping Large Language Models Protect Themselves: An Enhanced Filtering and Summarization System,neither,,
649,Sailing AI by the Stars: A Survey of Learning from Rewards in Post-Training and Test-Time Scaling of Large Language Models,neither,,
650,Measuring General Intelligence with Generated Games,neither,,
651,VideoRFT: Incentivizing Video Reasoning Capability in MLLMs via Reinforced Fine-Tuning,reasoning_improvement,,
652,SGDPO: Self-Guided Direct Preference Optimization for Language Model Alignment,reasoning_improvement,,
653,Learning to Play Like Humans: A Framework for LLM Adaptation in Interactive Fiction Games,neither,,
654,AdaCoT: Pareto-Optimal Adaptive Chain-of-Thought Triggering via Reinforcement Learning,both,,
655,General-Reasoner: Advancing LLM Reasoning Across All Domains,reasoning_improvement,,
656,Let LLMs Break Free from Overthinking via Self-Braking Tuning,chain_of_thought_reduction,,
657,SAFEPATH: Preventing Harmful Reasoning in Chain-of-Thought via Early Alignment,reasoning_improvement,,
658,SATBench: Benchmarking LLMs' Logical Reasoning via Automated Puzzle Generation from SAT Formulas,reasoning_improvement,,
659,ContextAgent: Context-Aware Proactive LLM Agents with Open-World Sensory Perceptions,neither,,
660,"Arctic-Text2SQL-R1: Simple Rewards, Strong Reasoning in Text-to-SQL",reasoning_improvement,,
661,Def-DTS: Deductive Reasoning for Open-domain Dialogue Topic Segmentation,reasoning_improvement,,
662,Step-Wise Formal Verification for LLM-Based Mathematical Problem Solving,reasoning_improvement,,
663,Mustafar: Promoting Unstructured Sparsity for KV Cache Pruning in LLM Inference,neither,,
664,ER-REASON: A Benchmark Dataset for LLM-Based Clinical Reasoning in the Emergency Room,reasoning_improvement,,
665,LIFEBench: Evaluating Length Instruction Following in Large Language Models,chain_of_thought_reduction,,
666,AdaSTaR: Adaptive Data Sampling for Training Self-Taught Reasoners,reasoning_improvement,,
667,"Divide-Fuse-Conquer: Eliciting ""Aha Moments"" in Multi-Scenario Games",reasoning_improvement,,
668,Training-Free Reasoning and Reflection in MLLMs,reasoning_improvement,,
669,"Three Minds, One Legend: Jailbreak Large Reasoning Model with Adaptive Stacked Ciphers",reasoning_improvement,,
670,Offline Guarded Safe Reinforcement Learning for Medical Treatment Optimization Strategies,neither,,
671,ReflectEvo: Improving Meta Introspection of Small LLMs by Learning Self-Reflection,reasoning_improvement,,
672,Training with Pseudo-Code for Instruction Following,reasoning_improvement,,
673,VeriThinker: Learning to Verify Makes Reasoning Model Efficient,reasoning_improvement,,
674,Beyond Distillation: Pushing the Limits of Medical LLM Reasoning with Minimalist Rule-Based RL,reasoning_improvement,,
675,Counting Cycles with Deepseek,neither,,
676,Are Large Language Models Reliable AI Scientists? Assessing Reverse-Engineering of Black-Box Systems,neither,,
677,Reinforced Latent Reasoning for LLM-based Recommendation,reasoning_improvement,,
678,Route to Reason: Adaptive Routing for LLM and Reasoning Strategy Selection,reasoning_improvement,,
679,SATORI-R1: Incentivizing Multimodal Reasoning with Spatial Grounding and Verifiable Rewards,reasoning_improvement,,
680,MT$^{3}$: Scaling MLLM-based Text Image Machine Translation via Multi-Task Reinforcement Learning,neither,,
681,Decoupling Spatio-Temporal Prediction: When Lightweight Large Models Meet Adaptive Hypergraphs,neither,,
682,"Concise Reasoning, Big Gains: Pruning Long Reasoning Trace with Difficulty-Aware Prompting",chain_of_thought_reduction,,
683,SeePhys: Does Seeing Help Thinking? -- Benchmarking Vision-Based Physics Reasoning,reasoning_improvement,,
684,Surrogate Signals from Format and Length: Reinforcement Learning for Solving Mathematical Problems without Ground Truth Answers,reasoning_improvement,,
685,Style2Code: A Style-Controllable Code Generation Framework with Dual-Modal Contrastive Representation Learning,neither,,
686,A Provable Approach for End-to-End Safe Reinforcement Learning,neither,,
687,"Don't Think Longer, Think Wisely: Optimizing Thinking Dynamics for Large Reasoning Models",reasoning_improvement,,
688,Test-Time Scaling with Repeated Sampling Improves Multilingual Text Generation,neither,,
689,MathArena: Evaluating LLMs on Uncontaminated Math Competitions,reasoning_improvement,,
690,Truth or Twist? Optimal Model Selection for Reliable Label Flipping Evaluation in LLM-based Counterfactuals,neither,,
691,Toward Effective Reinforcement Learning Fine-Tuning for Medical VQA in Vision-Language Models,neither,,
692,Process vs. Outcome Reward: Which is Better for Agentic RAG Reinforcement Learning,neither,,
693,AAPO: Enhance the Reasoning Capabilities of LLMs with Advantage Momentum,reasoning_improvement,,
694,Evaluating Large Language Model with Knowledge Oriented Language Specific Simple Question Answering,reasoning_improvement,,
695,Threading the Needle: Reweaving Chain-of-Thought Reasoning to Explain Human Label Variation,reasoning_improvement,,
696,UniRL: Self-Improving Unified Multimodal Models via Supervised and Reinforcement Learning,reasoning_improvement,,
697,Afterburner: Reinforcement Learning Facilitates Self-Improving Code Efficiency Optimization,neither,,
698,Open Challenges in Multi-Agent Security: Towards Secure Systems of Interacting AI Agents,neither,,
699,"Schroeder de Witt, Christian",neither,,
700,CoIn: Counting the Invisible Reasoning Tokens in Commercial Opaque LLM APIs,neither,,
701,MM-Agent: LLM as Agents for Real-world Mathematical Modeling Problem,reasoning_improvement,,
702,Warm Up Before You Train: Unlocking General Reasoning in Resource-Constrained Settings,reasoning_improvement,,
703,Reasoning Path Compression: Compressing Generation Trajectories for Efficient LLM Reasoning,chain_of_thought_reduction,,
704,Prior Prompt Engineering for Reinforcement Fine-Tuning,neither,,
705,Recursive Offloading for LLM Serving in Multi-tier Networks,neither,,
706,AdamS: Momentum Itself Can Be A Normalizer for LLM Pretraining and Post-training,neither,,
707,Internal Bias in Reasoning Models leads to Overthinking,reasoning_improvement,,
708,ReCopilot: Reverse Engineering Copilot in Binary Analysis,neither,,
709,Chain-of-Thought Poisoning Attacks against R1-based Retrieval-Augmented Generation Systems,neither,,
710,Adaptive Thinking via Mode Policy Optimization for Social Language Agents,reasoning_improvement,,
711,Leveraging LLMs to Automate Energy-Aware Refactoring of Parallel Scientific Codes,neither,,
712,Ultra-FineWeb: Efficient Data Filtering and Verification for High-Quality LLM Training Data,neither,,
713,Nature's Insight: A Novel Framework and Comprehensive Analysis of Agentic Reasoning Through the Lens of Neuroscience,reasoning_improvement,,
714,CellTypeAgent: Trustworthy cell type annotation with Large Language Models,neither,,
715,Towards Safety Reasoning in LLMs: AI-agentic Deliberation for Policy-embedded CoT Data Creation,reasoning_improvement,,
716,Reinforced Reasoning for Embodied Planning,reasoning_improvement,,
717,Scaling Offline RL via Efficient and Expressive Shortcut Models,neither,,
718,ToMAP: Training Opponent-Aware LLM Persuaders with Theory of Mind,reasoning_improvement,,
719,Mitigating Deceptive Alignment via Self-Monitoring,neither,,
720,SATURN: SAT-based Reinforcement Learning to Unleash Language Model Reasoning,reasoning_improvement,,
721,Amplify Adjacent Token Differences: Enhancing Long Chain-of-Thought Reasoning with Shift-FFN,reasoning_improvement,,
722,VISTA: Vision-Language Inference for Training-Free Stock Time-Series Analysis,neither,,
723,Thinker: Learning to Think Fast and Slow,both,,
724,Breaking the Ceiling: Exploring the Potential of Jailbreak Attacks through Expanding Strategy Space,neither,,
725,LLMPrism: Black-box Performance Diagnosis for Production LLM Training Platforms,neither,,
726,Value Portrait: Understanding Values of LLMs with Human-aligned Benchmark,neither,,
727,Adaptive Stress Testing Black-Box LLM Planners,neither,,
728,Insights into DeepSeek-V3: Scaling Challenges and Reflections on Hardware for AI Architectures,neither,,
729,Teach2Eval: An Indirect Evaluation Method for LLM by Judging How It Teaches,neither,,
730,SEED-GRPO: Semantic Entropy Enhanced GRPO for Uncertainty-Aware Policy Optimization,neither,,
731,LOVE: Benchmarking and Evaluating Text-to-Video Generation and Video-to-Text Interpretation,neither,,
732,TinyRS-R1: Compact Multimodal Language Model for Remote Sensing,neither,,
733,GRIT: Teaching MLLMs to Think with Images,reasoning_improvement,,
734,LeTS: Learning to Think-and-Search via Process-and-Outcome Reward Hybridization,reasoning_improvement,,
735,Self-Training Large Language Models with Confident Reasoning,reasoning_improvement,,
736,Towards Evaluating Proactive Risk Awareness of Multimodal Language Models,neither,,
737,Value-Guided Search for Efficient Chain-of-Thought Reasoning,both,,
738,Chain-of-Lure: A Synthetic Narrative-Driven Approach to Compromise Large Language Models,neither,,
739,Navigate the Unknown: Enhancing LLM Reasoning with Intrinsic Motivation Guided Exploration,reasoning_improvement,,
740,CodeMixBench: Evaluating Large Language Models on Code Generation with Code-Mixed Prompts,neither,,
741,QualBench: Benchmarking Chinese LLMs with Localized Professional Qualifications for Vertical Domain Evaluation,neither,,
742,LLM-Augmented Chemical Synthesis and Design Decision Programs,neither,,
743,CellVerse: Do Large Language Models Really Understand Cell Biology?,neither,,
744,Agent RL Scaling Law: Agent RL with Spontaneous Code Execution for Mathematical Problem Solving,reasoning_improvement,,
745,"Fehlis, Yao",neither,,
746,OpenReview Should be Protected and Leveraged as a Community Asset for Research in the Era of Large Language Models,neither,,
747,Revisiting Group Relative Policy Optimization: Insights into On-Policy and Off-Policy Training,neither,,
748,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,reasoning_improvement,,
749,100 Days After DeepSeek-R1: A Survey on Replication Studies and More Directions for Reasoning Language Models,neither,,
750,UI-Genie: A Self-Improving Approach for Iteratively Boosting MLLM-based Mobile GUI Agents,neither,,
751,Think Before You Diffuse: LLMs-Guided Physics-Aware Video Generation,neither,,
752,TabReason: A Reinforcement Learning-Enhanced Reasoning LLM for Explainable Tabular Data Prediction,reasoning_improvement,,
753,Active-O3: Empowering Multimodal Large Language Models with Active Perception via GRPO,reasoning_improvement,,
754,Uncovering Bottlenecks and Optimizing Scientific Lab Workflows with Cycle Time Reduction Agents,neither,,
755,FalseReject: A Resource for Improving Contextual Safety and Mitigating Over-Refusals in LLMs via Structured Reasoning,reasoning_improvement,,
756,BLEUBERI: BLEU is a surprisingly effective reward for instruction following,neither,,
757,HAPO: Training Language Models to Reason Concisely via History-Aware Policy Optimization,chain_of_thought_reduction,,
758,Is PRM Necessary? Problem-Solving RL Implicitly Induces PRM Capability in LLMs,reasoning_improvement,,
759,Thinkless: LLM Learns When to Think,chain_of_thought_reduction,,
760,DDO: Dual-Decision Optimization via Multi-Agent Collaboration for LLM-Based Medical Consultation,reasoning_improvement,,
761,A Survey of LLM $\times$ DATA,neither,,
762,SCRum-9: Multilingual Stance Classification over Rumours on Social Media,neither,,
763,Capability-Based Scaling Laws for LLM Red-Teaming,neither,,
764,On Path to Multimodal Historical Reasoning: HistBench and HistAgent,reasoning_improvement,,
765,Language Model Distillation: A Temporal Difference Imitation Learning Perspective,reasoning_improvement,,
766,Omni-R1: Reinforcement Learning for Omnimodal Reasoning via Two-System Collaboration,reasoning_improvement,,
767,Safety Through Reasoning: An Empirical Study of Reasoning Guardrail Models,reasoning_improvement,,
768,ARM: Adaptive Reasoning Model,reasoning_improvement,,
769,Scaling over Scaling: Exploring Test-Time Scaling Pareto in Large Reasoning Models,reasoning_improvement,,
770,R3: Robust Rubric-Agnostic Reward Models,neither,,
771,Hybrid Latent Reasoning via Reinforcement Learning,reasoning_improvement,,
772,Business as Rulesual: A Benchmark and Framework for Business Rule Flow Modeling with LLMs,neither,,
773,Dynamic Risk Assessments for Offensive Cybersecurity Agents,neither,,
774,Benchmarking Poisoning Attacks against Retrieval-Augmented Generation,neither,,
775,Effective Reinforcement Learning for Reasoning in Language Models,reasoning_improvement,,
776,Humans Hallucinate Too: Language Models Identify and Correct Subjective Annotation Errors With Label-in-a-Haystack Prompts,reasoning_improvement,,
