title,filename,is_relevant,one_line_review,labels,,,
Reason Like a Radiologist: Chain-of-Thought and Reinforcement Learning for Verifiable Report Generation,reason-like-a-radiologist-chain-of-thought-and-reinforcement-learning-for-verifiable-report-generation.pdf,False,"The paper focuses on improving the generation of radiology reports with structured reasoning and spatial verification, not on CoT efficiency.","Radiology report generation, structured reasoning, spatial verification.",,,
chain-of-draft-thinking-faster-by-writing-less.pdf,chain-of-draft-thinking-faster-by-writing-less.pdf,True,"The paper introduces Chain of Draft (CoD), a method to improve computational efficiency in reasoning by reducing verbosity compared to Chain-of-Thought (CoT).","Chain of Draft, reasoning efficiency, token reduction, computational cost, latency reduction.",,,
3daxisprompt-promoting-the-3d-grounding-and-reasoning-in-gpt-4o.pdf,3daxisprompt-promoting-the-3d-grounding-and-reasoning-in-gpt-4o.pdf,False,"The paper focuses on 3D reasoning grounding and visual grounding, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","3D reasoning, visual grounding, multi-modal models, embodied agents.",,,
GeoSense: Evaluating Identification and Application of Geometric Principles in Multimodal Reasoning,geosense-evaluating-identification-and-application-of-geometric-principles-in-multimodal-reasoning.pdf,False,"The paper focuses on evaluating geometric reasoning abilities in multimodal large language models, not on improving computational efficiency in chain-of-thought reasoning.","Geometry problem-solving, Multimodal reasoning, Benchmark, Geometric principles",,,
LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,lifelongagentbench-evaluating-llm-agents-as-lifelong-learners.pdf,False,"The paper focuses on lifelong learning and memory capabilities in LLM agents, not on CoT efficiency or redundancy reduction.","Lifelong Learning, LLM Agents, Memory, Knowledge Accumulation",,,
agentic-reward-modeling-integrating-human-preferences-with-verifiable-correctness-signals-for-reliable-reward-systems.pdf,agentic-reward-modeling-integrating-human-preferences-with-verifiable-correctness-signals-for-reliable-reward-systems.pdf,False,"The paper focuses on improving reward models by incorporating verifiable correctness signals, not on reducing redundancy in chain-of-thought reasoning.","Reward Models, Verifiable Correctness, Human Preferences, Large Language Models.",,,
advancing-reasoning-in-large-language-models-promising-methods-and-approaches.pdf,advancing-reasoning-in-large-language-models-promising-methods-and-approaches.pdf,False,"The paper is a survey on enhancing reasoning in LLMs, but it does not specifically focus on reducing redundancy or improving computational efficiency in Chain-of-Thought reasoning.","Reasoning Enhancement, LLMs, Survey, Prompting Strategies, Evaluation Frameworks.",,,
mmmr-benchmarking-massive-multi-modal-reasoning-tasks.pdf,mmmr-benchmarking-massive-multi-modal-reasoning-tasks.pdf,False,"The paper focuses on multi-modal image fusion techniques, not on chain-of-thought reasoning efficiency.","Multi-modal image fusion, computer vision, image processing.",,,
"A Survey of Large Language Models for Code: Evolution, Benchmarking, and Future Trends",uncertainty-guided-chain-of-thought-for-code-generation-with-llms.pdf,False,"The paper focuses on optimizing LLMs for software engineering tasks, not specifically on CoT efficiency or redundancy reduction.","Software Engineering, LLMs, Code Generation, Fine-tuning",,,
Subset Selection for Fine-Tuning: A Utility-Diversity Balanced Approach for Mathematical Domain Adaptation,data-whisperer-efficient-data-selection-for-task-specific-llm-fine-tuning-via-few-shot-in-context-learning.pdf,True,"The paper discusses a method to efficiently fine-tune large language models by selecting informative and diverse training examples, which relates to reducing redundancy and improving computational efficiency in reasoning tasks.","Efficient Fine-Tuning, Subset Selection, Computational Cost Reduction, Chain-of-Thought (CoT)",,,
enabling-systematic-generalization-in-abstract-spatial-reasoning-through-meta-learning-for-compositionality.pdf,enabling-systematic-generalization-in-abstract-spatial-reasoning-through-meta-learning-for-compositionality.pdf,False,"The paper focuses on systematic generalization and meta-learning for compositionality, not on CoT efficiency or redundancy reduction.","Systematic Generalization, Meta-Learning, Compositionality, Abstract Spatial Reasoning.",,,
SciCUEval: A Comprehensive Dataset for Evaluating Scientific Context Understanding in Large Language Models,scicueval-a-comprehensive-dataset-for-evaluating-scientific-context-understanding-in-large-language-models.pdf,False,"The paper focuses on evaluating LLMs in scientific domains, not on improving CoT efficiency.","Benchmarking, Scientific Evaluation, LLMs, Domain-specific Analysis",,,
Efficient Large Language Model Inference with Neural Block Linearization,efficient-large-language-model-inference-with-neural-block-linearization.pdf,False,"The paper focuses on accelerating transformer model inference through Neural Block Linearization, not specifically on CoT efficiency or redundancy reduction.","Transformer Inference, Neural Block Linearization, Efficiency, Linear Approximations",,,
General-Reasoner: Advancing LLM Reasoning Across All Domains,general-reasoner-advancing-llm-reasoning-across-all-domains.pdf,False,"The paper focuses on enhancing reasoning capabilities across diverse domains using reinforcement learning, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Reinforcement Learning, LLM Reasoning, Diverse Domains, Answer Verification",,,
self-training-elicits-concise-reasoning-in-large-language-models.pdf,self-training-elicits-concise-reasoning-in-large-language-models.pdf,True,The paper focuses on reducing redundancy in chain-of-thought reasoning to make it more computationally efficient.,"CoT efficiency, redundancy reduction, concise reasoning, LLMs, fine-tuning.",,,
sage-steering-and-refining-dialog-generation-with-state-action-augmentation.pdf,sage-steering-and-refining-dialog-generation-with-state-action-augmentation.pdf,False,"The paper focuses on improving dialog understanding through contrastive learning, not on CoT efficiency or redundancy reduction.","Dialog Understanding, Contrastive Learning, Pre-training, Semantic Tree Structure",,,
time-a-multi-level-benchmark-for-temporal-reasoning-of-llms-in-real-world-scenarios.pdf,time-a-multi-level-benchmark-for-temporal-reasoning-of-llms-in-real-world-scenarios.pdf,False,"The paper focuses on temporal reasoning and co-temporal comprehension, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Temporal Reasoning, Co-Temporal QA, LLMs, Benchmark",,,
insight-rag-enhancing-llms-with-insight-driven-augmentation.pdf,insight-rag-enhancing-llms-with-insight-driven-augmentation.pdf,False,"The paper focuses on improving mathematical reasoning with tool-augmented interleaf prompting, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Mathematical Reasoning, Tool-Augmented LLMs, Interleaf Prompting",,,
reasoning-on-multiple-needles-in-a-haystack.pdf,reasoning-on-multiple-needles-in-a-haystack.pdf,False,"The paper focuses on improving long-context question-answering by addressing performance degradation and enhancing reasoning processes, not specifically on CoT efficiency or redundancy reduction.","Long-context reasoning, performance degradation, retrieval-reflection mechanism.",,,
mm-verify-enhancing-multimodal-reasoning-with-chain-of-thought-verification.pdf,mm-verify-enhancing-multimodal-reasoning-with-chain-of-thought-verification.pdf,False,"The paper focuses on multimodal claim verification, not on CoT efficiency or redundancy reduction.","Multimodal Claim Verification, Multi-hop Reasoning, Dataset Creation",,,
hunyuan-turbos-advancing-large-language-models-through-mamba-transformer-synergy-and-adaptive-chain-of-thought.pdf,hunyuan-turbos-advancing-large-language-models-through-mamba-transformer-synergy-and-adaptive-chain-of-thought.pdf,False,"The paper focuses on watermarking techniques for large language models, not on improving chain-of-thought reasoning efficiency.","Watermarking, Large Language Models, Text Security, AI-generated Content",,,
spc-evolving-self-play-critic-via-adversarial-games-for-llm-reasoning.pdf,spc-evolving-self-play-critic-via-adversarial-games-for-llm-reasoning.pdf,False,"The paper focuses on improving the reliability of reasoning steps in Chain-of-Thought through adversarial self-play, not on reducing redundancy or improving computational efficiency.","Self-Play, Error Detection, Adversarial Learning, Chain-of-Thought",,,
sql-r1-training-natural-language-to-sql-reasoning-model-by-reinforcement-learning.pdf,sql-r1-training-natural-language-to-sql-reasoning-model-by-reinforcement-learning.pdf,False,"The paper focuses on improving the reasoning performance of NL2SQL models using reinforcement learning, not on reducing redundancy in chain-of-thought reasoning.","NL2SQL, reinforcement learning, database interaction, SQL generation.",,,
logictree-structured-proof-exploration-for-coherent-and-rigorous-logical-reasoning-with-large-language-models.pdf,logictree-structured-proof-exploration-for-coherent-and-rigorous-logical-reasoning-with-large-language-models.pdf,True,The paper is related as it focuses on reducing redundancy and improving computational efficiency in reasoning through the LogicTree framework.,"LogicTree, redundancy reduction, reasoning efficiency, algorithm-guided search, premise selection.",,,
Does Reinforcement Learning Really Incentivize Reasoning Capacity in LLMs Beyond the Base Model?,does-reinforcement-learning-really-incentivize-reasoning-capacity-in-llms-beyond-the-base-model.pdf,False,"The paper focuses on evaluating the reasoning capabilities of LLMs trained with Reinforcement Learning with Verifiable Rewards, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Reinforcement Learning, Reasoning Capacity, Large Language Models.",,,
logidynamics-unraveling-the-dynamics-of-logical-inference-in-large-language-model-reasoning.pdf,logidynamics-unraveling-the-dynamics-of-logical-inference-in-large-language-model-reasoning.pdf,False,"The paper focuses on logical inference strategies in LLMs, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Logical Inference, Analogical Reasoning, LLMs, Evaluation Environment",,,
"Think Silently, Think Fast: Dynamic Latent Compression of LLM Reasoning Chains",think-silently-think-fast-dynamic-latent-compression-of-llm-reasoning-chains.pdf,True,"The paper introduces Compressed Latent Reasoning (CoLaR), a framework aimed at reducing redundancy and improving computational efficiency in chain-of-thought reasoning by compressing reasoning processes in latent space.","CoT efficiency, redundancy reduction, latent reasoning, compression, reinforcement learning.",,,
lmm-r1-empowering-3b-lmms-with-strong-reasoning-abilities-through-two-stage-rule-based-rl.pdf,lmm-r1-empowering-3b-lmms-with-strong-reasoning-abilities-through-two-stage-rule-based-rl.pdf,False,"The paper focuses on enhancing reasoning in multimodal models, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Multimodal Reasoning, Rule-based Reinforcement Learning, Large Multimodal Models",,,
euler-enhancing-the-reasoning-ability-of-large-language-models-through-error-induced-learning.pdf,euler-enhancing-the-reasoning-ability-of-large-language-models-through-error-induced-learning.pdf,False,"The paper focuses on transferring reasoning abilities from large language models to visual language models, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Visual Language Models, Reasoning Transfer, Multimodal Learning",,,
a-little-depth-goes-a-long-way-the-expressive-power-of-log-depth-transformers.pdf,a-little-depth-goes-a-long-way-the-expressive-power-of-log-depth-transformers.pdf,False,"The paper focuses on the expressivity and depth requirements of transformers for sequential reasoning, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Transformers, Depth, Expressivity, Sequential Reasoning",,,
medvlm-r1-incentivizing-medical-reasoning-capability-of-vision-language-models-vlms-via-reinforcement-learning.pdf,medvlm-r1-incentivizing-medical-reasoning-capability-of-vision-language-models-vlms-via-reinforcement-learning.pdf,False,"The paper focuses on enhancing transparency and trustworthiness in medical image analysis through reasoning, not on CoT efficiency or redundancy reduction.","Medical VLMs, transparency, trustworthiness, reinforcement learning.",,,
aux-think-exploring-reasoning-strategies-for-data-efficient-vision-language-navigation.pdf,aux-think-exploring-reasoning-strategies-for-data-efficient-vision-language-navigation.pdf,False,"The paper focuses on improving navigation strategies in Vision-and-Language Navigation tasks, not on reducing redundancy in chain-of-thought reasoning.","Vision-and-Language Navigation, Large Language Models, Navigation Strategy, Interpretability.",,,
language-model-uncertainty-quantification-with-attention-chain.pdf,language-model-uncertainty-quantification-with-attention-chain.pdf,False,"The paper focuses on uncertainty quantification in LLMs, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Uncertainty Quantification, Predictive Uncertainty, Attention Chain",,,
reasoning-grounded-natural-language-explanations-for-language-models.pdf,reasoning-grounded-natural-language-explanations-for-language-models.pdf,False,"The paper focuses on out-of-distribution generalization and natural language explanations, not on CoT efficiency or redundancy reduction.","OOD Generalization, Natural Language Explanations, Few-Shot Learning",,,
leveraging-constrained-monte-carlo-tree-search-to-generate-reliable-long-chain-of-thought-for-mathematical-reasoning.pdf,leveraging-constrained-monte-carlo-tree-search-to-generate-reliable-long-chain-of-thought-for-mathematical-reasoning.pdf,True,The paper focuses on improving the efficiency of generating Long Chain-of-Thoughts (CoTs) by proposing a Constrained Monte Carlo Tree Search (C-MCTS) framework to reduce the search space and guide reasoning.,"CoT efficiency, C-MCTS, reasoning improvement, search strategy, LLMs.",,,
agentthink-a-unified-framework-for-tool-augmented-chain-of-thought-reasoning-in-vision-language-models-for-autonomous-dr.pdf,agentthink-a-unified-framework-for-tool-augmented-chain-of-thought-reasoning-in-vision-language-models-for-autonomous-dr.pdf,False,"The paper focuses on integrating Multi-Modal Large Language Models into autonomous driving using a Zero-Shot Chain-of-Thought prompt design, not on reducing redundancy or improving computational efficiency in CoT reasoning.","Autonomous Driving, Multi-Modal LLMs, Zero-Shot CoT, Prompt Design",,,
Accelerating RL for LLM Reasoning with Optimal Advantage Regression,accelerating-rl-for-llm-reasoning-with-optimal-advantage-regression.pdf,True,The paper focuses on improving computational efficiency in reasoning tasks by proposing a novel policy optimization framework that reduces training time and memory usage.,"Reinforcement Learning, Policy Optimization, Computational Efficiency, Large Language Models, Chain-of-Thought Reasoning.",,,
mathematical-reasoning-in-large-language-models-assessing-logical-and-arithmetic-errors-across-wide-numerical-ranges.pdf,mathematical-reasoning-in-large-language-models-assessing-logical-and-arithmetic-errors-across-wide-numerical-ranges.pdf,False,"The paper focuses on evaluating mathematical reasoning in LLMs with varying numerical scales, not on CoT efficiency or redundancy reduction.","Mathematical reasoning, numerical generalization, evaluation methodology.",,,
select2reason-efficient-instruction-tuning-data-selection-for-long-cot-reasoning.pdf,select2reason-efficient-instruction-tuning-data-selection-for-long-cot-reasoning.pdf,False,"The paper focuses on making biases in instruction-tuned language models explicit and transparent, not on CoT efficiency or redundancy reduction.","Bias, Instruction-tuning, OpinionGPT, Language Models",,,
tinyllava-video-r1-towards-smaller-lmms-for-video-reasoning.pdf,tinyllava-video-r1-towards-smaller-lmms-for-video-reasoning.pdf,False,"The paper focuses on improving video understanding using Large Multimodal Models, not on reducing redundancy in chain-of-thought reasoning.","Video Understanding, Multimodal Models, VideoGPT+",,,
d1: Scaling Reasoning in Diffusion Large Language Models via Reinforcement Learning,d1-scaling-reasoning-in-diffusion-large-language-models-via-reinforcement-learning.pdf,False,"The paper focuses on adapting diffusion-based language models for reasoning, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Diffusion-based LLMs, reasoning adaptation, reinforcement learning.",,,
BioReason: Incentivizing Multimodal Biological Reasoning within a DNA-LLM Model,bioreason-incentivizing-multimodal-biological-reasoning-within-a-dna-llm-model.pdf,False,"The paper focuses on integrating DNA foundation models with large language models for biological reasoning, not on CoT efficiency.","Biological reasoning, DNA foundation models, large language models.",,,
Large Language Models Struggle with Unreasonability in Math Problems,large-language-models-are-struggle-to-cope-with-unreasonability-in-math-problems.pdf,False,"The paper focuses on evaluating LLMs' ability to handle unreasonable math problems, not on reducing redundancy or improving computational efficiency in CoT reasoning.","Unreasonable Math Problems, LLM Evaluation, Overthinking, Benchmarking",,,
shadow-wireless-intelligence-large-language-model-driven-reasoning-in-covert-communications.pdf,shadow-wireless-intelligence-large-language-model-driven-reasoning-in-covert-communications.pdf,False,"The paper focuses on covert communications in 6G networks using LLMs, not on reducing redundancy in chain-of-thought reasoning.","Covert communications, 6G networks, LLMs, resource optimization.",,,
challenging-the-boundaries-of-reasoning-an-olympiad-level-math-benchmark-for-large-language-models.pdf,challenging-the-boundaries-of-reasoning-an-olympiad-level-math-benchmark-for-large-language-models.pdf,False,"The paper introduces a new benchmark for evaluating mathematical reasoning in LLMs, not focused on CoT efficiency or redundancy reduction.","Benchmarking, Mathematical Reasoning, Evaluation",,,
scaling-reasoning-without-attention.pdf,scaling-reasoning-without-attention.pdf,True,The paper focuses on improving computational efficiency in reasoning by introducing an attention-free model and structured fine-tuning.,"CoT efficiency, attention-free models, structured fine-tuning, state space models.",,,
Incentivizing Strong Reasoning from Weak Supervision,incentivizing-strong-reasoning-from-weak-supervision.pdf,True,"The paper explores improving reasoning efficiency in LLMs by using weak supervision instead of costly methods like RL or SFT, which aligns with reducing redundancy and enhancing computational efficiency in CoT reasoning.","Reasoning Efficiency, Weak Supervision, Chain-of-Thought, Large Language Models",,,
FlashThink: An Early Exit Method For Efficient Reasoning,flashthink-an-early-exit-method-for-efficient-reasoning.pdf,True,The paper focuses on reducing redundancy in chain-of-thought reasoning by introducing a method called FlashThink to shorten reasoning content while maintaining accuracy.,"CoT efficiency, redundancy reduction, FlashThink, computational overhead, reasoning tasks.",,,
latent-space-chain-of-embedding-enables-output-free-llm-self-evaluation.pdf,latent-space-chain-of-embedding-enables-output-free-llm-self-evaluation.pdf,False,"The paper focuses on self-evaluation of LLMs using Chain-of-Embedding for response correctness, not on CoT efficiency or redundancy reduction.","Self-evaluation, Latent space, Response correctness, LLM reliability.",,,
Are Language Models Consequentialist or Deontological Moral Reasoners?,are-language-models-consequentialist-or-deontological-moral-reasoners.pdf,False,"The paper focuses on analyzing moral reasoning in LLMs, not on improving computational efficiency or reducing redundancy in CoT reasoning.","Moral reasoning, ethical analysis, LLMs, deontology, consequentialism.",,,
Rethinking External Slow-Thinking: From Snowball Errors to Probability of Correct Reasoning,dast-difficulty-adaptive-slow-thinking-for-large-reasoning-models.pdf,False,The paper focuses on understanding and analyzing slow-thinking methods in LLMs rather than specifically addressing CoT efficiency or redundancy reduction.,"Slow-thinking, error mitigation, LLM reasoning.",,,
Speculative MoE: Communication Efficient Parallel MoE Inference with Speculative Token and Expert Pre-scheduling,speculative-moe-communication-efficient-parallel-moe-inference-with-speculative-token-and-expert-pre-scheduling.pdf,False,"The paper focuses on improving the efficiency of Mixture of Experts (MoE) models, not specifically on chain-of-thought reasoning.","MoE, inference efficiency, parallelism, communication overhead.",,,
can-machine-learning-agents-deal-with-hard-choices.pdf,can-machine-learning-agents-deal-with-hard-choices.pdf,False,"The paper focuses on decision-making in machine learning agents and their alignment with human reasoning, not on CoT efficiency or redundancy reduction.","Decision-making, multi-objective optimization, alignment, machine learning agents.",,,
beyond-single-task-robust-multi-task-length-generalization-for-llms.pdf,beyond-single-task-robust-multi-task-length-generalization-for-llms.pdf,False,"The paper focuses on information extraction and model efficiency, not specifically on reducing redundancy in chain-of-thought reasoning.","Information Extraction, Model Efficiency, GLiNER, NLP, NER, Transfer Learning",,,
dynamic-sampling-that-adapts-iterative-dpo-for-self-aware-mathematical-reasoning.pdf,dynamic-sampling-that-adapts-iterative-dpo-for-self-aware-mathematical-reasoning.pdf,False,"The paper focuses on improving mathematical reasoning through a novel DPO framework, not specifically on reducing redundancy or improving computational efficiency in CoT reasoning.","Mathematical Reasoning, Direct Preference Optimization, Full-Step-DPO.",,,
delving-into-rl-for-image-generation-with-cot-a-study-on-dpo-vs-grpo.pdf,delving-into-rl-for-image-generation-with-cot-a-study-on-dpo-vs-grpo.pdf,False,"The paper focuses on reinforcement learning algorithms for autoregressive image generation, not on reducing redundancy in CoT reasoning.","Reinforcement Learning, Image Generation, Chain-of-Thought, Direct Preference Optimization, Group Relative Policy Optimization.",,,
reasoning-and-the-trusting-behavior-of-deepseek-and-gpt-an-experiment-revealing-hidden-fault-lines-in-large-language-mod.pdf,reasoning-and-the-trusting-behavior-of-deepseek-and-gpt-an-experiment-revealing-hidden-fault-lines-in-large-language-mod.pdf,False,"The paper focuses on trust behavior and performance benchmarks of LLMs, not on CoT efficiency or redundancy reduction.","Trust behavior, LLM benchmarks, economic trust, AI strategy.",,,
sherlock-self-correcting-reasoning-in-vision-language-models.pdf,sherlock-self-correcting-reasoning-in-vision-language-models.pdf,False,"The paper focuses on vision-language models and shortcut learning, not on chain-of-thought reasoning efficiency.","Vision-language models, shortcut learning, contrastive training.",,,
table-r1-inference-time-scaling-for-table-reasoning.pdf,table-r1-inference-time-scaling-for-table-reasoning.pdf,False,"The paper focuses on enhancing reasoning capabilities over large and complex tables, not specifically on reducing redundancy in chain-of-thought reasoning.","Table reasoning, large language models, hierarchical reasoning.",,,
Learning Like Humans: Advancing LLM Reasoning Capabilities via Adaptive Difficulty Curriculum Learning and Expert-Guided Self-Reformulation,learning-like-humans-advancing-llm-reasoning-capabilities-via-adaptive-difficulty-curriculum-learning-and-expert-guided-.pdf,False,"The paper focuses on enhancing problem-solving capabilities in large language models through curriculum learning and self-reformulation, not on CoT efficiency or redundancy reduction.","Curriculum Learning, Reinforcement Learning, Mathematical Reasoning",,,
Scalable Chain of Thoughts via Elastic Reasoning,scalable-chain-of-thoughts-via-elastic-reasoning.pdf,True,"The paper focuses on improving the efficiency of chain-of-thought reasoning by introducing a framework that manages reasoning phases and budgets, reducing redundancy and computational costs.","CoT efficiency, Elastic Reasoning, budget constraints, scalable reasoning, adaptive reasoning.",,,
thinking-out-loud-do-reasoning-models-know-when-they-re-right.pdf,thinking-out-loud-do-reasoning-models-know-when-they-re-right.pdf,False,"The paper focuses on verbalized confidence and self-reflection in large reasoning models, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Verbalized Confidence, Self-Reflection, Large Reasoning Models",,,
phi-decoding-adaptive-foresight-sampling-for-balanced-inference-time-exploration-and-exploitation.pdf,phi-decoding-adaptive-foresight-sampling-for-balanced-inference-time-exploration-and-exploitation.pdf,True,"The paper focuses on improving computational efficiency in reasoning by introducing a novel decoding strategy, ϕ-Decoding, which optimizes inference through foresight sampling and pruning strategies.","Decoding strategy, inference efficiency, foresight sampling, pruning strategies.",,,
Large Language Models as Computable Approximations to Solomonoff Induction,large-language-models-as-computable-approximations-to-solomonoff-induction.pdf,False,"The paper focuses on establishing a theoretical framework for understanding LLMs using Algorithmic Information Theory, not on CoT efficiency or redundancy reduction.","Theoretical Framework, Algorithmic Information Theory, LLMs, Few-shot Learning.",,,
llm-empowered-embodied-agent-for-memory-augmented-task-planning-in-household-robotics.pdf,llm-empowered-embodied-agent-for-memory-augmented-task-planning-in-household-robotics.pdf,False,"The paper focuses on an LLM-driven system for robotic task planning and memory retrieval, not on CoT efficiency or redundancy reduction.","Embodied AI, Task Planning, Memory Retrieval, Robotics",,,
AdaCtrl: Towards Adaptive and Controllable Reasoning via Difficulty-Aware Budgeting,adactrl-towards-adaptive-and-controllable-reasoning-via-difficulty-aware-budgeting.pdf,True,"The paper focuses on AdaCtrl, a framework designed to improve computational efficiency in chain-of-thought reasoning by dynamically adjusting reasoning length based on problem difficulty and allowing user control over reasoning depth.","AdaCtrl, adaptive reasoning, efficiency, redundancy reduction, user control.",,,
Not All Tokens Are What You Need In Thinking,not-all-tokens-are-what-you-need-in-thinking.pdf,True,The paper focuses on reducing redundancy in chain-of-thought reasoning by introducing Conditional Token Selection (CTS) to make CoT more computationally efficient.,"CoT efficiency, redundancy reduction, Conditional Token Selection, computational efficiency.",,,
Think or Not? Exploring Thinking Efficiency in Large Reasoning Models via an Information-Theoretic Lens,think-or-not-exploring-thinking-efficiency-in-large-reasoning-models-via-an-information-theoretic-lens.pdf,True,The paper focuses on improving the efficiency of chain-of-thought reasoning by introducing metrics and an adaptive strategy to reduce redundancy and token usage.,"CoT efficiency, redundancy reduction, entropy-based methods, adaptive reasoning.",,,
a-multi-dimensional-constraint-framework-for-evaluating-and-improving-instruction-following-in-large-language-models.pdf,a-multi-dimensional-constraint-framework-for-evaluating-and-improving-instruction-following-in-large-language-models.pdf,False,"The paper focuses on generating high-quality instruction-following data using LLMs, not on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Instruction-following, data generation, LLMs, decomposition.",,,
when-yes-meets-but-can-large-models-comprehend-contradictory-humor-through-comparative-reasoning.pdf,when-yes-meets-but-can-large-models-comprehend-contradictory-humor-through-comparative-reasoning.pdf,False,"The paper focuses on understanding humor in comics using vision-language models, not on improving computational efficiency in chain-of-thought reasoning.","Vision Language Models, Humor Understanding, Benchmark, Comparative Reasoning",,,
towards-understanding-distilled-reasoning-models-a-representational-approach.pdf,towards-understanding-distilled-reasoning-models-a-representational-approach.pdf,False,"The paper focuses on model distillation and reasoning feature development in LLMs, not specifically on CoT efficiency or redundancy reduction.","Model Distillation, Reasoning Features, Large Language Models, Transparency",,,
rema-learning-to-meta-think-for-llms-with-multi-agent-reinforcement-learning.pdf,rema-learning-to-meta-think-for-llms-with-multi-agent-reinforcement-learning.pdf,False,"The paper focuses on traffic signal control using multi-agent systems and reinforcement learning, not on chain-of-thought reasoning efficiency.","traffic signal control, multi-agent systems, reinforcement learning, urbanization",,,
A Survey on Progress in LLM Alignment from the Perspective of Reward Design,reward-consistency-improving-multi-objective-alignment-from-a-data-centric-perspective.pdf,False,"The paper focuses on aligning large language models with human values through reward mechanisms, not on improving CoT efficiency.","LLM alignment, Reward mechanisms, AI safety.",,,
effective-reinforcement-learning-for-reasoning-in-language-models.pdf,effective-reinforcement-learning-for-reasoning-in-language-models.pdf,True,"The paper discusses improving computational efficiency in language model reasoning through a novel RL algorithm, DASH, which reduces training time significantly.","Reinforcement Learning, Computational Efficiency, Language Models, DASH Algorithm",,,
the-reasoning-memorization-interplay-in-language-models-is-mediated-by-a-single-direction.pdf,the-reasoning-memorization-interplay-in-language-models-is-mediated-by-a-single-direction.pdf,False,"The paper focuses on understanding and manipulating refusal behavior in conversational language models, not on improving CoT efficiency.","Refusal behavior, safety fine-tuning, jailbreak methods.",,,
v-star-benchmarking-video-llms-on-video-spatio-temporal-reasoning.pdf,v-star-benchmarking-video-llms-on-video-spatio-temporal-reasoning.pdf,False,"The paper focuses on improving the efficiency of Video-LLMs for processing longer video sequences, not on CoT reasoning efficiency.","Video-LLMs, video token rearrangement, KV-cache compression.",,,
when-reasoning-meets-compression-benchmarking-compressed-large-reasoning-models-on-complex-reasoning-tasks.pdf,when-reasoning-meets-compression-benchmarking-compressed-large-reasoning-models-on-complex-reasoning-tasks.pdf,True,"The paper focuses on benchmarking compressed reasoning models to improve computational efficiency, highlighting the importance of concise reasoning chains.","compression, reasoning efficiency, quantization, pruning, distillation, large reasoning models",,,
Improving Generalization in Intent Detection: GRPO with Reward-Based Curriculum Sampling,improving-generalization-in-intent-detection-grpo-with-reward-based-curriculum-sampling.pdf,False,"The paper focuses on improving intent detection in task-oriented dialogue systems using reinforcement learning, not on CoT efficiency.","Intent Detection, Task-oriented Dialogue, Reinforcement Learning, Generalization",,,
Learning to Route Queries Across Knowledge Bases for Step-wise Retrieval-Augmented Reasoning,learning-to-route-queries-across-knowledge-bases-for-step-wise-retrieval-augmented-reasoning.pdf,False,"The paper focuses on improving multimodal retrieval-augmented generation by dynamically interacting with knowledge bases, not specifically on CoT efficiency.","Multimodal Retrieval, Knowledge Bases, Reinforcement Learning, MLLMs.",,,
hyperalign-interpretable-personalized-llm-alignment-via-hypothesis-generation.pdf,hyperalign-interpretable-personalized-llm-alignment-via-hypothesis-generation.pdf,False,"The paper discusses a system for assessing the safety of answering questions, not about improving computational efficiency in chain-of-thought reasoning.","Safety Assessment, Question Evaluation, Intent Differentiation",,,
Do You See Me : A Multidimensional Benchmark for Evaluating Visual Perception in Multimodal LLMs,r-bench-graduate-level-multi-disciplinary-benchmarks-for-llm-mllm-complex-reasoning-evaluation.pdf,False,"The paper focuses on visual perception challenges in multimodal large language models, not on CoT efficiency or redundancy reduction.","Multimodal Models, Visual Perception, Benchmarking",,,
finetuning-generative-trajectory-model-with-reinforcement-learning-from-human-feedback.pdf,finetuning-generative-trajectory-model-with-reinforcement-learning-from-human-feedback.pdf,False,"The paper focuses on improving trajectory generation for autonomous driving using human feedback, not on CoT reasoning efficiency.","Autonomous Driving, Trajectory Generation, Human Feedback, Generative Models",,,
greenmind-a-next-generation-vietnamese-large-language-model-for-structured-and-logical-reasoning.pdf,greenmind-a-next-generation-vietnamese-large-language-model-for-structured-and-logical-reasoning.pdf,False,The paper focuses on improving reasoning in Vietnamese LLMs but does not specifically address CoT efficiency or redundancy reduction.,"Vietnamese LLM, reasoning model, language consistency, multilingual evaluation.",,,
rethinking-prompt-optimizers-from-prompt-merits-to-optimization.pdf,rethinking-prompt-optimizers-from-prompt-merits-to-optimization.pdf,False,"The paper focuses on prompt optimization to improve response quality, not specifically on reducing redundancy or improving computational efficiency in chain-of-thought reasoning.","Prompt Optimization, LLMs, Response Quality, MePO",,,
