title,category
Reward Reasoning Model,reasoning_improvement
TinyV: Reducing False Negatives in Verification Improves RL for LLM Reasoning,reasoning_improvement
Visionary-R1: Mitigating Shortcuts in Visual Reasoning with Reinforcement Learning,reasoning_improvement
Think Only When You Need with Large Hybrid-Reasoning Models,reasoning_improvement
Mind the Gap: Bridging Thought Leap for Improved Chain-of-Thought Tuning,reasoning_improvement
Deciphering Trajectory-Aided LLM Reasoning: An Optimization Perspective,reasoning_improvement
Enigmata: Scaling Logical Reasoning in Large Language Models with Synthetic Verifiable Puzzles,reasoning_improvement
Interleaved Reasoning for Large Language Models via Reinforcement Learning,reasoning_improvement
SMART: Self-Generating and Self-Validating Multi-Dimensional Assessment for LLMs' Mathematical Problem Solving,reasoning_improvement
Not All Tokens Are What You Need In Thinking,reasoning_improvement
What Makes a Good Reasoning Chain? Uncovering Structural Patterns in Long Chain-of-Thought Reasoning,reasoning_improvement
Mixture of Sparse Attention: Content-Based Learnable Sparse Attention via Expert-Choice Routing,reasoning_improvement
Enhancing LLMs' Clinical Reasoning with Real-World Data from a Nationwide Sepsis Registry,reasoning_improvement
A Survey of Slow Thinking-based Reasoning LLMs using Reinforced Learning and Inference-time Scaling Law,reasoning_improvement
When Can Large Reasoning Models Save Thinking? Mechanistic Analysis of Behavioral Divergence in Reasoning,reasoning_improvement
StepSearch: Igniting LLMs Search Ability via Step-Wise Proximal Policy Optimization,reasoning_improvement
RoT: Enhancing Table Reasoning with Iterative Row-Wise Traversals,reasoning_improvement
RL Tango: Reinforcing Generator and Verifier Together for Language Reasoning,reasoning_improvement
FOL-Pretrain: A complexity annotated corpus of first-order logic,reasoning_improvement
G1: Teaching LLMs to Reason on Graphs with Reinforcement Learning,reasoning_improvement
Beyond Prompt Engineering: Robust Behavior Control in LLMs via Steering Target Atoms,reasoning_improvement
Absolute Zero: Reinforced Self-play Reasoning with Zero Data,reasoning_improvement
VCRBench: Exploring Long-form Causal Reasoning Capabilities of Large Video Language Models,reasoning_improvement
Learning from Peers in Reasoning Models,reasoning_improvement
CSC-SQL: Corrective Self-Consistency in Text-to-SQL via Reinforcement Learning,reasoning_improvement
EchoInk-R1: Exploring Audio-Visual Reasoning in Multimodal LLMs via Reinforcement Learning,reasoning_improvement
Incentivizing Strong Reasoning from Weak Supervision,reasoning_improvement
Guided by Gut: Efficient Test-Time Scaling with Reinforced Intrinsic Confidence,reasoning_improvement
Search and Refine During Think: Autonomous Retrieval-Augmented Reasoning of LLMs,reasoning_improvement
On Next-Token Prediction in LLMs: How End Goals Determine the Consistency of Decoding Algorithms,reasoning_improvement
Patho-R1: A Multimodal Reinforcement Learning-Based Pathology Expert Reasoner,reasoning_improvement
Visual Planning: Let's Think Only with Images,reasoning_improvement
ReEx-SQL: Reasoning with Execution-Aware Reinforcement Learning for Text-to-SQL,reasoning_improvement
VisualQuality-R1: Reasoning-Induced Image Quality Assessment via Reinforcement Learning to Rank,reasoning_improvement
FormalMATH: Benchmarking Formal Mathematical Reasoning of Large Language Models,reasoning_improvement
Learning to Rank Chain-of-Thought: An Energy-Based Approach with Outcome Supervision,reasoning_improvement
Plan and Budget: Effective and Efficient Test-Time Scaling on Large Language Model Reasoning,reasoning_improvement
EULER: Enhancing the Reasoning Ability of Large Language Models through Error-Induced Learning,reasoning_improvement
R2R: Efficiently Navigating Divergent Reasoning Paths with Small-Large Model Token Routing,reasoning_improvement
CombiBench: Benchmarking LLM Capability for Combinatorial Mathematics,reasoning_improvement
RobotxR1: Enabling Embodied Robotic Intelligence on Large Language Models through Closed-Loop Reinforcement Learning,reasoning_improvement
X-Reasoner: Towards Generalizable Reasoning Across Modalities and Domains,reasoning_improvement
Shadow Wireless Intelligence: Large Language Model-Driven Reasoning in Covert Communications,reasoning_improvement
Scalable LLM Math Reasoning Acceleration with Low-rank Distillation,reasoning_improvement
Time-R1: Towards Comprehensive Temporal Reasoning in LLMs,reasoning_improvement
AdaptThink: Reasoning Models Can Learn When to Think,reasoning_improvement
HALO: Hierarchical Autonomous Logic-Oriented Orchestration for Multi-Agent LLM Systems,reasoning_improvement
MM-PRM: Enhancing Multimodal Mathematical Reasoning with Scalable Step-Level Supervision,reasoning_improvement
Thought calibration: Efficient and confident test-time scaling,reasoning_improvement
Iterative Self-Incentivization Empowers Large Language Models as Agentic Searchers,reasoning_improvement
Are Language Models Consequentialist or Deontological Moral Reasoners?,reasoning_improvement
Reinforcing General Reasoning without Verifiers,reasoning_improvement
AC-Reason: Towards Theory-Guided Actual Causality Reasoning with Large Language Models,reasoning_improvement
MiMo: Unlocking the Reasoning Potential of Language Model -- From Pretraining to Posttraining,reasoning_improvement
LLM-BABYBENCH: Understanding and Evaluating Grounded Planning and Reasoning in LLMs,reasoning_improvement
Vad-R1: Towards Video Anomaly Reasoning via Perception-to-Cognition Chain-of-Thought,reasoning_improvement
Point-RFT: Improving Multimodal Reasoning with Visually Grounded Reinforcement Finetuning,reasoning_improvement
Fostering Video Reasoning via Next-Event Prediction,reasoning_improvement
Compensating for Data with Reasoning: Low-Resource Machine Translation with LLMs,reasoning_improvement
Image Aesthetic Reasoning: A New Benchmark for Medical Image Screening with MLLMs,reasoning_improvement
Stable Reinforcement Learning for Efficient Reasoning,reasoning_improvement
Unveiling the Compositional Ability Gap in Vision-Language Reasoning Model,reasoning_improvement
"Don't ""Overthink"" Passage Reranking: Is Reasoning Truly Necessary?",reasoning_improvement
OpenThinkIMG: Learning to Think with Images via Visual Tool Reinforcement Learning,reasoning_improvement
Self-Reasoning Language Models: Unfold Hidden Reasoning Chains with Few Reasoning Catalyst,reasoning_improvement
KORGym: A Dynamic Game Platform for LLM Reasoning Evaluation,reasoning_improvement
Reinforcement Learning vs. Distillation: Understanding Accuracy and Capability in LLM Reasoning,reasoning_improvement
Beyond the First Error: Process Reward Models for Reflective Mathematical Reasoning,reasoning_improvement
Scalable Chain of Thoughts via Elastic Reasoning,reasoning_improvement
Beyond Safe Answers: A Benchmark for Evaluating True Risk Awareness in Large Reasoning Models,reasoning_improvement
REARANK: Reasoning Re-ranking Agent via Reinforcement Learning,reasoning_improvement
The Entropy Mechanism of Reinforcement Learning for Reasoning Language Models,reasoning_improvement
Scaling Reasoning without Attention,reasoning_improvement
"Decomposing Elements of Problem Solving: What ""Math"" Does RL Teach?",reasoning_improvement
From Problem-Solving to Teaching Problem-Solving: Aligning LLMs with Pedagogy using Reinforcement Learning,reasoning_improvement
LENS: Multi-level Evaluation of Multimodal Reasoning with Large Language Models,reasoning_improvement
NeuSym-RAG: Hybrid Neural Symbolic Retrieval with Multiview Structuring for PDF Question Answering,reasoning_improvement
Efficient Reasoning via Chain of Unconscious Thought,reasoning_improvement
Divide and Conquer: Grounding LLMs as Efficient Decision-Making Agents via Offline Hierarchical Reinforcement Learning,reasoning_improvement
Why Distillation can Outperform Zero-RL: The Role of Flexible Reasoning,reasoning_improvement
Optimal Post-Hoc Theorizing,reasoning_improvement
Reinforcing the Diffusion Chain of Lateral Thought with Diffusion Language Models,reasoning_improvement
MUSEG: Reinforcing Video Temporal Understanding via Timestamp-Aware Multi-Segment Grounding,reasoning_improvement
LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,reasoning_improvement
Aux-Think: Exploring Reasoning Strategies for Data-Efficient Vision-Language Navigation,reasoning_improvement
USTBench: Benchmarking and Dissecting Spatiotemporal Reasoning of LLMs as Urban Agents,reasoning_improvement
MINERVA: Evaluating Complex Video Reasoning,reasoning_improvement
DisCO: Reinforcing Large Reasoning Models with Discriminative Constrained Optimization,reasoning_improvement
Success is in the Details: Evaluate and Enhance Details Sensitivity of Code LLMs through Counterfactuals,reasoning_improvement
Rank-K: Test-Time Reasoning for Listwise Reranking,reasoning_improvement
Enhancing Visual Grounding for GUI Agents via Self-Evolutionary Reinforcement Learning,reasoning_improvement
Ineq-Comp: Benchmarking Human-Intuitive Compositional Reasoning in Automated Theorem Proving on Inequalities,reasoning_improvement
Rethinking the Sampling Criteria in Reinforcement Learning for LLM Reasoning: A Competence-Difficulty Alignment Perspective,reasoning_improvement
GeoGramBench: Benchmarking the Geometric Program Reasoning in Modern LLMs,reasoning_improvement
R1-Code-Interpreter: Training LLMs to Reason with Code via Supervised and Reinforcement Learning,reasoning_improvement
Incentivizing Multimodal Reasoning in Large Models for Direct Robot Manipulation,reasoning_improvement
Observe-R1: Unlocking Reasoning Abilities of MLLMs with Dynamic Progressive Reinforcement Learning,reasoning_improvement
R-TOFU: Unlearning in Large Reasoning Models,reasoning_improvement
When to Continue Thinking: Adaptive Thinking Mode Switching for Efficient Reasoning,reasoning_improvement
When Do LLMs Admit Their Mistakes? Understanding the Role of Model Belief in Retraction,reasoning_improvement
Think-RM: Enabling Long-Horizon Reasoning in Generative Reward Models,reasoning_improvement
Bridging Supervised Learning and Reinforcement Learning in Math Reasoning,reasoning_improvement
From Token to Action: State Machine Reasoning to Mitigate Overthinking in Information Retrieval,reasoning_improvement
Enhancing Study-Level Inference from Clinical Trial Papers via RL-based Numeric Reasoning,reasoning_improvement
VideoRFT: Incentivizing Video Reasoning Capability in MLLMs via Reinforced Fine-Tuning,reasoning_improvement
SGDPO: Self-Guided Direct Preference Optimization for Language Model Alignment,reasoning_improvement
General-Reasoner: Advancing LLM Reasoning Across All Domains,reasoning_improvement
SAFEPATH: Preventing Harmful Reasoning in Chain-of-Thought via Early Alignment,reasoning_improvement
SATBench: Benchmarking LLMs' Logical Reasoning via Automated Puzzle Generation from SAT Formulas,reasoning_improvement
"Arctic-Text2SQL-R1: Simple Rewards, Strong Reasoning in Text-to-SQL",reasoning_improvement
Def-DTS: Deductive Reasoning for Open-domain Dialogue Topic Segmentation,reasoning_improvement
Step-Wise Formal Verification for LLM-Based Mathematical Problem Solving,reasoning_improvement
ER-REASON: A Benchmark Dataset for LLM-Based Clinical Reasoning in the Emergency Room,reasoning_improvement
AdaSTaR: Adaptive Data Sampling for Training Self-Taught Reasoners,reasoning_improvement
"Divide-Fuse-Conquer: Eliciting ""Aha Moments"" in Multi-Scenario Games",reasoning_improvement
Training-Free Reasoning and Reflection in MLLMs,reasoning_improvement
"Three Minds, One Legend: Jailbreak Large Reasoning Model with Adaptive Stacked Ciphers",reasoning_improvement
ReflectEvo: Improving Meta Introspection of Small LLMs by Learning Self-Reflection,reasoning_improvement
Training with Pseudo-Code for Instruction Following,reasoning_improvement
VeriThinker: Learning to Verify Makes Reasoning Model Efficient,reasoning_improvement
Beyond Distillation: Pushing the Limits of Medical LLM Reasoning with Minimalist Rule-Based RL,reasoning_improvement
Reinforced Latent Reasoning for LLM-based Recommendation,reasoning_improvement
Route to Reason: Adaptive Routing for LLM and Reasoning Strategy Selection,reasoning_improvement
SATORI-R1: Incentivizing Multimodal Reasoning with Spatial Grounding and Verifiable Rewards,reasoning_improvement
SeePhys: Does Seeing Help Thinking? -- Benchmarking Vision-Based Physics Reasoning,reasoning_improvement
Surrogate Signals from Format and Length: Reinforcement Learning for Solving Mathematical Problems without Ground Truth Answers,reasoning_improvement
"Don't Think Longer, Think Wisely: Optimizing Thinking Dynamics for Large Reasoning Models",reasoning_improvement
MathArena: Evaluating LLMs on Uncontaminated Math Competitions,reasoning_improvement
AAPO: Enhance the Reasoning Capabilities of LLMs with Advantage Momentum,reasoning_improvement
Evaluating Large Language Model with Knowledge Oriented Language Specific Simple Question Answering,reasoning_improvement
Threading the Needle: Reweaving Chain-of-Thought Reasoning to Explain Human Label Variation,reasoning_improvement
UniRL: Self-Improving Unified Multimodal Models via Supervised and Reinforcement Learning,reasoning_improvement
MM-Agent: LLM as Agents for Real-world Mathematical Modeling Problem,reasoning_improvement
Warm Up Before You Train: Unlocking General Reasoning in Resource-Constrained Settings,reasoning_improvement
Internal Bias in Reasoning Models leads to Overthinking,reasoning_improvement
Adaptive Thinking via Mode Policy Optimization for Social Language Agents,reasoning_improvement
Nature's Insight: A Novel Framework and Comprehensive Analysis of Agentic Reasoning Through the Lens of Neuroscience,reasoning_improvement
Towards Safety Reasoning in LLMs: AI-agentic Deliberation for Policy-embedded CoT Data Creation,reasoning_improvement
Reinforced Reasoning for Embodied Planning,reasoning_improvement
ToMAP: Training Opponent-Aware LLM Persuaders with Theory of Mind,reasoning_improvement
SATURN: SAT-based Reinforcement Learning to Unleash Language Model Reasoning,reasoning_improvement
Amplify Adjacent Token Differences: Enhancing Long Chain-of-Thought Reasoning with Shift-FFN,reasoning_improvement
GRIT: Teaching MLLMs to Think with Images,reasoning_improvement
LeTS: Learning to Think-and-Search via Process-and-Outcome Reward Hybridization,reasoning_improvement
Self-Training Large Language Models with Confident Reasoning,reasoning_improvement
Navigate the Unknown: Enhancing LLM Reasoning with Intrinsic Motivation Guided Exploration,reasoning_improvement
Agent RL Scaling Law: Agent RL with Spontaneous Code Execution for Mathematical Problem Solving,reasoning_improvement
Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,reasoning_improvement
TabReason: A Reinforcement Learning-Enhanced Reasoning LLM for Explainable Tabular Data Prediction,reasoning_improvement
Active-O3: Empowering Multimodal Large Language Models with Active Perception via GRPO,reasoning_improvement
FalseReject: A Resource for Improving Contextual Safety and Mitigating Over-Refusals in LLMs via Structured Reasoning,reasoning_improvement
Is PRM Necessary? Problem-Solving RL Implicitly Induces PRM Capability in LLMs,reasoning_improvement
DDO: Dual-Decision Optimization via Multi-Agent Collaboration for LLM-Based Medical Consultation,reasoning_improvement
On Path to Multimodal Historical Reasoning: HistBench and HistAgent,reasoning_improvement
Language Model Distillation: A Temporal Difference Imitation Learning Perspective,reasoning_improvement
Omni-R1: Reinforcement Learning for Omnimodal Reasoning via Two-System Collaboration,reasoning_improvement
Safety Through Reasoning: An Empirical Study of Reasoning Guardrail Models,reasoning_improvement
ARM: Adaptive Reasoning Model,reasoning_improvement
Scaling over Scaling: Exploring Test-Time Scaling Pareto in Large Reasoning Models,reasoning_improvement
Hybrid Latent Reasoning via Reinforcement Learning,reasoning_improvement
Effective Reinforcement Learning for Reasoning in Language Models,reasoning_improvement
Humans Hallucinate Too: Language Models Identify and Correct Subjective Annotation Errors With Label-in-a-Haystack Prompts,reasoning_improvement
Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,reasoning_improvement
J1: Incentivizing Thinking in LLM-as-a-Judge via Reinforcement Learning,reasoning_improvement
Learning When to Think: Shaping Adaptive Reasoning in R1-Style Models via Multi-Stage RL,reasoning_improvement
Optimal Policy Minimum Bayesian Risk,reasoning_improvement
Beyond Templates: Dynamic Adaptation of Reasoning Demonstrations via Feasibility-Aware Exploration,reasoning_improvement
Foundation Models for Geospatial Reasoning: Assessing Capabilities of Large Language Models in Understanding Geometries and Topological Spatial Relations,reasoning_improvement
Token-Level Uncertainty Estimation for Large Language Model Reasoning,reasoning_improvement
Reinforcing Multi-Turn Reasoning in LLM Agents via Turn-Level Credit Assignment,reasoning_improvement
Search-Based Correction of Reasoning Chains for Language Models,reasoning_improvement
Self-Evolving Curriculum for LLM Reasoning,reasoning_improvement
Incorporating Token Usage into Prompting Strategy Evaluation,reasoning_improvement
Step-wise Adaptive Integration of Supervised Fine-tuning and Reinforcement Learning for Task-Specific LLMs,reasoning_improvement
DGRO: Enhancing LLM Reasoning via Exploration-Exploitation Control and Reward Variance Management,reasoning_improvement
MindOmni: Unleashing Reasoning Generation in Vision Language Models with RGPO,reasoning_improvement
Detection and Mitigation of Hallucination in Large Reasoning Models: A Mechanistic Perspective,reasoning_improvement
Learning to Reason via Mixture-of-Thought for Logical Reasoning,reasoning_improvement
Learning to Focus: Context Extraction for Efficient Code Vulnerability Detection with Language Models,reasoning_improvement
Activation Control for Efficiently Eliciting Long Chain-of-thought Ability of Language Models,reasoning_improvement
Reason-Align-Respond: Aligning LLM Reasoning with Knowledge Graphs for KGQA,reasoning_improvement
QwenLong-L1: Towards Long-Context Large Reasoning Models with Reinforcement Learning,reasoning_improvement
Fast Quiet-STaR: Thinking Without Thought Tokens,reasoning_improvement
REMOR: Automated Peer Review Generation with LLM Reasoning and Multi-Objective Reinforcement Learning,reasoning_improvement
Efficient Uncertainty Estimation via Distillation of Bayesian Large Language Models,reasoning_improvement
Pedagogy-R1: Pedagogically-Aligned Reasoning Model with Balanced Educational Benchmark,reasoning_improvement
TAG-INSTRUCT: Controlled Instruction Complexity Enhancement through Structure-based Augmentation,reasoning_improvement
Mechanistic Fine-tuning for In-context Learning,reasoning_improvement
Misaligning Reasoning with Answers -- A Framework for Assessing LLM CoT Robustness,reasoning_improvement
Language Matters: How Do Multilingual Input and Reasoning Paths Affect Large Reasoning Models?,reasoning_improvement
TIME: A Multi-level Benchmark for Temporal Reasoning of LLMs in Real-World Scenarios,reasoning_improvement
ViC-Bench: Benchmarking Visual-Interleaved Chain-of-Thought Capability in MLLMs with Free-Style Intermediate State Representations,reasoning_improvement
UniVG-R1: Reasoning Guided Universal Visual Grounding with Reinforcement Learning,reasoning_improvement
"Pierce the Mists, Greet the Sky: Decipher Knowledge Overshadowing via Knowledge Circuit Analysis",reasoning_improvement
Can Large Language Models Infer Causal Relationships from Real-World Text?,reasoning_improvement
MME-Reasoning: A Comprehensive Benchmark for Logical Reasoning in MLLMs,reasoning_improvement
Who Reasons in the Large Language Models?,reasoning_improvement
Walk Before You Run! Concise LLM Reasoning via Reinforcement Learning,reasoning_improvement
How does Transformer Learn Implicit Reasoning?,reasoning_improvement
Llama-Nemotron: Efficient Reasoning Models,reasoning_improvement
Kalman Filter Enhanced GRPO for Reinforcement Learning-Based Language Model Reasoning,reasoning_improvement
"How well do LLMs reason over tabular data, really?",reasoning_improvement
Chain-of-Thought Tokens are Computer Program Variables,reasoning_improvement
SoftCoT++: Test-Time Scaling with Soft Chain-of-Thought Reasoning,reasoning_improvement
ToTRL: Unlock LLM Tree-of-Thoughts Reasoning Potential through Puzzles Solving,reasoning_improvement
LEXam: Benchmarking Legal Reasoning on 340 Law Exams,reasoning_improvement
Which Data Attributes Stimulate Math and Code Reasoning? An Investigation via Influence Functions,reasoning_improvement
Learning to Reason without External Rewards,reasoning_improvement
REA-RL: Reflection-Aware Online Reinforcement Learning for Efficient Large Reasoning Models,reasoning_improvement
An Explainable Diagnostic Framework for Neurodegenerative Dementias via Reinforcement-Optimized LLM Reasoning,reasoning_improvement
Infi-MMR: Curriculum-based Unlocking Multimodal Reasoning via Phased Reinforcement Learning in Multimodal Small Language Models,reasoning_improvement
Case-Based Reasoning Enhances the Predictive Power of LLMs in Drug-Drug Interaction,reasoning_improvement
VideoReasonBench: Can MLLMs Perform Vision-Centric Complex Video Reasoning?,reasoning_improvement
Legal Rule Induction: Towards Generalizable Principle Discovery from Analogous Judicial Precedents,reasoning_improvement
"PhyX: Does Your Model Have the ""Wits"" for Physical Reasoning?",reasoning_improvement
R1-Searcher++: Incentivizing the Dynamic Knowledge Acquisition of LLMs via Reinforcement Learning,reasoning_improvement
Reinforcing Question Answering Agents with Minimalist Policy Gradient Optimization,reasoning_improvement
NovelSeek: When Agent Becomes the Scientist -- Building Closed-Loop System from Hypothesis to Verification,reasoning_improvement
NOVER: Incentive Training for Language Models via Verifier-Free Reinforcement Learning,reasoning_improvement
Dynamic Sampling that Adapts: Iterative DPO for Self-Aware Mathematical Reasoning,reasoning_improvement
SafeKey: Amplifying Aha-Moment Insights for Safety Reasoning,reasoning_improvement
RFTF: Reinforcement Fine-tuning for Embodied Agents with Temporal Feedback,reasoning_improvement
Agentic Robot: A Brain-Inspired Framework for Vision-Language-Action Models in Embodied Agents,reasoning_improvement
SToLa: Self-Adaptive Touch-Language Framework with Tactile Commonsense Reasoning in Open-Ended Scenarios,reasoning_improvement
VRAG-RL: Empower Vision-Perception-Based RAG for Visually Rich Information Understanding via Iterative Reasoning with Reinforcement Learning,reasoning_improvement
AI Mathematician: Towards Fully Automated Frontier Mathematical Research,reasoning_improvement
Unsupervised Post-Training for Multi-Modal LLM Reasoning via GRPO,reasoning_improvement
Pangu Embedded: An Efficient Dual-system LLM Reasoner with Metacognition,reasoning_improvement
ReGUIDE: Data Efficient GUI Grounding via Spatial Reasoning and Search,reasoning_improvement
SciCUEval: A Comprehensive Dataset for Evaluating Scientific Context Understanding in Large Language Models,reasoning_improvement
Reward-SQL: Boosting Text-to-SQL via Stepwise Reasoning and Process-Supervised Rewards,reasoning_improvement
Ice Cream Doesn't Cause Drowning: Benchmarking LLMs Against Statistical Pitfalls in Causal Inference,reasoning_improvement
SHARP: Synthesizing High-quality Aligned Reasoning Problems for Large Reasoning Models Reinforcement Learning,reasoning_improvement
An Empirical Study on Reinforcement Learning for Reasoning-Search Interleaved LLM Agents,reasoning_improvement
Deliberation on Priors: Trustworthy Reasoning of Large Language Models on Knowledge Graphs,reasoning_improvement
Dissecting Physics Reasoning in Small Language Models: A Multi-Dimensional Analysis from an Educational Perspective,reasoning_improvement
KTAE: A Model-Free Algorithm to Key-Tokens Advantage Estimation in Mathematical Reasoning,reasoning_improvement
RBench-V: A Primary Assessment for Visual Reasoning Models with Multi-modal Outputs,reasoning_improvement
Fact-R1: Towards Explainable Video Misinformation Detection with Deep Reasoning,reasoning_improvement
PATS: Process-Level Adaptive Thinking Mode Switching,reasoning_improvement
Hawkeye:Efficient Reasoning with Model Collaboration,reasoning_improvement
GenPRM: Scaling Test-Time Compute of Process Reward Models via Generative Reasoning,reasoning_improvement
OmniAD: Detect and Understand Industrial Anomaly via Multimodal Reasoning,reasoning_improvement
Scalable Complexity Control Facilitates Reasoning Ability of LLMs,reasoning_improvement
Improved Visual-Spatial Reasoning via R1-Zero-Like Training,reasoning_improvement
PRM-BAS: Enhancing Multimodal Reasoning through PRM-guided Beam Annealing Search,reasoning_improvement
FlowReasoner: Reinforcing Query-Level Meta-Agents,reasoning_improvement
Roll the dice & look before you leap: Going beyond the creative limits of next-token prediction,reasoning_improvement
Toward Evaluative Thinking: Meta Policy Optimization with Evolving Reward Models,reasoning_improvement
Quantization Hurts Reasoning? An Empirical Study on Quantized Reasoning Models,reasoning_improvement
Collab-RAG: Boosting Retrieval-Augmented Generation for Complex Question Answering via White-Box and Black-Box LLM Collaboration,reasoning_improvement
VCR-Bench: A Comprehensive Evaluation Framework for Video Chain-of-Thought Reasoning,reasoning_improvement
SpecReason: Fast and Accurate Inference-Time Compute via Speculative Reasoning,reasoning_improvement
Two Heads are Better Than One: Test-time Scaling of Multi-agent Collaborative Reasoning,reasoning_improvement
ReasoningV: Efficient Verilog Code Generation with Adaptive Hybrid Reasoning Model,reasoning_improvement
Think2SQL: Reinforce LLM Reasoning Capabilities for Text2SQL,reasoning_improvement
Reasoning Models Can Be Effective Without Thinking,reasoning_improvement
Reasoning without Regret,reasoning_improvement
DUMP: Automated Distribution-Level Curriculum Learning for RL-based LLM Post-training,reasoning_improvement
DATETIME: A new benchmark to measure LLM translation and reasoning capabilities,reasoning_improvement
Agentic Reasoning and Tool Integration for LLMs via Reinforcement Learning,reasoning_improvement
Nemotron-CrossThink: Scaling Self-Learning beyond Math Reasoning,reasoning_improvement
Recitation over Reasoning: How Cutting-Edge Language Models Can Fail on Elementary School-Level Reasoning Problems?,reasoning_improvement
Finding Flawed Fictions: Evaluating Complex Reasoning in Language Models via Plot Hole Detection,reasoning_improvement
CodeCrash: Stress Testing LLM Reasoning under Structural and Semantic Perturbations,reasoning_improvement
MedReason: Eliciting Factual Medical Reasoning Steps in LLMs via Knowledge Graphs,reasoning_improvement
Trust Region Preference Approximation: A simple and stable reinforcement learning algorithm for LLM reasoning,reasoning_improvement
Online Difficulty Filtering for Reasoning Oriented Reinforcement Learning,reasoning_improvement
VL-Rethinker: Incentivizing Self-Reflection of Vision-Language Models with Reinforcement Learning,reasoning_improvement
LearNAT: Learning NL2SQL with AST-guided Task Decomposition for Large Language Models,reasoning_improvement
AnesBench: Multi-Dimensional Evaluation of LLM Reasoning in Anesthesiology,reasoning_improvement
R2Vul: Learning to Reason about Software Vulnerabilities with Reinforcement Learning and Structured Reasoning Distillation,reasoning_improvement
RV-Syn: Rational and Verifiable Mathematical Reasoning Data Synthesis based on Structured Function Library,reasoning_improvement
FortisAVQA and MAVEN: a Benchmark Dataset and Debiasing Framework for Robust Multimodal Reasoning,reasoning_improvement
Do PhD-level LLMs Truly Grasp Elementary Addition? Probing Rule Learning vs. Memorization in Large Language Models,reasoning_improvement
Reasoning Models Know When They're Right: Probing Hidden States for Self-Verification,reasoning_improvement
S1-Bench: A Simple Benchmark for Evaluating System 1 Thinking Capability of Large Reasoning Models,reasoning_improvement
Reinforcement Learning for Reasoning in Large Language Models with One Training Example,reasoning_improvement
Distillation and Refinement of Reasoning in Small Language Models for Document Re-ranking,reasoning_improvement
Supervised Optimism Correction: Be Confident When LLMs Are Sure,reasoning_improvement
DeduCE: Deductive Consistency as a Framework to Evaluate LLM Reasoning,reasoning_improvement
Speculative Thinking: Enhancing Small-Model Reasoning with Large Model Guidance at Inference Time,reasoning_improvement
Tina: Tiny Reasoning Models via LoRA,reasoning_improvement
TrustGeoGen: Scalable and Formal-Verified Data Engine for Trustworthy Multi-modal Geometric Problem Solving,reasoning_improvement
Have Large Language Models Learned to Reason? A Characterization via 3-SAT Phase Transition,reasoning_improvement
YaleNLP @ PerAnsSumm 2025: Multi-Perspective Integration via Mixture-of-Agents for Enhanced Healthcare QA Summarization,reasoning_improvement
RealSafe-R1: Safety-Aligned DeepSeek-R1 without Compromising Reasoning Capability,reasoning_improvement
CameraBench: Benchmarking Visual Reasoning in MLLMs via Photography,reasoning_improvement
The Future of MLLM Prompting is Adaptive: A Comprehensive Experimental Evaluation of Prompt Engineering Methods for Robust Multimodal Performance,reasoning_improvement
Deep Reasoning Translation via Reinforcement Learning,reasoning_improvement
Even Small Reasoners Should Quote Their Sources: Introducing the Pleias-RAG Model Family,reasoning_improvement
LLM-Empowered Embodied Agent for Memory-Augmented Task Planning in Household Robotics,reasoning_improvement
PolyMath: Evaluating Mathematical Reasoning in Multilingual Contexts,reasoning_improvement
Pushing the boundary on Natural Language Inference,reasoning_improvement
Fast-Slow Thinking for Large Vision-Language Model Reasoning,reasoning_improvement
Training Large Language Models to Reason via EM Policy Gradient,reasoning_improvement
M2IV: Towards Efficient and Fine-grained Multimodal In-Context Learning in Large Vision-Language Models,reasoning_improvement
Nondeterministic Polynomial-time Problem Challenge: An Ever-Scaling Reasoning Benchmark for LLMs,reasoning_improvement
Evaluating Multi-Hop Reasoning in Large Language Models: A Chemistry-Centric Case Study,reasoning_improvement
Prejudge-Before-Think: Enhancing Large Language Models at Test-Time by Process Prejudge Reasoning,reasoning_improvement
DianJin-R1: Evaluating and Enhancing Financial Reasoning in Large Language Models,reasoning_improvement
LexPam: Legal Procedure Awareness-Guided Mathematical Reasoning,reasoning_improvement
Sensitivity Meets Sparsity: The Impact of Extremely Sparse Parameter Patterns on Theory-of-Mind of Large Language Models,reasoning_improvement
SQL-R1: Training Natural Language to SQL Reasoning Model By Reinforcement Learning,reasoning_improvement
BiasGuard: A Reasoning-enhanced Bias Detection Tool For Large Language Models,reasoning_improvement
Phi-4-Mini-Reasoning: Exploring the Limits of Small Reasoning Language Models in Math,reasoning_improvement
ChestX-Reasoner: Advancing Radiology Foundation Models with Reasoning through Step-by-Step Verification,reasoning_improvement
Toward Efficient Exploration by Large Language Model Agents,reasoning_improvement
Nemotron-Research-Tool-N1: Exploring Tool-Using Language Models with Reinforced Reasoning,reasoning_improvement
Which Agent Causes Task Failures and When? On Automated Failure Attribution of LLM Multi-Agent Systems,reasoning_improvement
STAR-1: Safer Alignment of Reasoning LLMs with 1K Data,reasoning_improvement
Retro-Search: Exploring Untaken Paths for Deeper and Efficient Reasoning,reasoning_improvement
Cognitive Debiasing Large Language Models for Decision-Making,reasoning_improvement
Reasoning on Multiple Needles In A Haystack,reasoning_improvement
