title,summary
hawkeye-efficient-reasoning-with-model-collaboration,"method: HAWKEYE reduces redundancy in token usage by introducing a collaborative reasoning framework where a large language model (LLM) generates concise, high-density Chain-of-Thought (CoT) instructions, and a smaller language model (SLM) expands these into full responses. Redundancy is quantified and minimized via reinforcement learning, specifically by penalizing excessive CoT length while maintaining answer accuracy. This approach systematically removes repeated, filler, and overly fine-grained tokens, retaining only logic-bearing tokens essential for reasoning. As a result, HAWKEYE achieves significant reductions in token usage (up to 70%) and computational cost, while preserving or even improving response quality.

algorithm-pseudocode:
```
Algorithm: HAWKEYE Redundancy-Reduced CoT Generation

Require: Policy model πθ (Model A), frozen response model (Model B), training dataset D = {(q_i, a_i)}, instruction prompt s, length penalty coefficient λ

1: while Model A not converged do
2:     for each mini-batch {(q_i, a_i)}_i=1^N ⊂ D do
3:         for each (q, a) in mini-batch do
4:             c ← ModelA(q)  // Generate CoT
5:             â ← ModelB(q, c, s)  // Generate response from SLM
6:             P ← λ · max(0, len(c) − 0.3 · len(a))^2  // Length penalty
7:             R ← EM(â, a) − P  // Reward: exact match minus penalty
8:             θ ← θ + α ∇θ log πθ(c|q) · R  // Policy gradient update
9:         end for
10:    end for
11: end while
12: return Fine-tuned Model A parameters θ

Inference:
Given question q:
1: c ← LLM(q)  // Generate concise CoT
2: response ← SLM([q; c])  // Expand CoT into full answer
```

datasets:

    GSM8K: accuracy: Not reported, tokenefficiency: 36.6% (at concurrency 100, Table 1 and text)
    MATH500: accuracy: Not reported, tokenefficiency: 32.4% (at concurrency 100, Table 1 and text)
    MATH: accuracy: Not reported, tokenefficiency: 36.6% (at concurrency 100, Table 1 and text)
    AIME: accuracy: Not reported, tokenefficiency: Not reported (no percentage provided for token efficiency)

Notes:
- ""tokenefficiency"" is reported as the percentage of tokens used by HAWKEYE compared to the baseline (i.e., lower is better, indicating more redundancy reduction).
- Accuracy values for HAWKEYE on these datasets are not explicitly reported in the paper; only relative drops (3–6%) and qualitative statements are given.
- For AIME, only absolute token counts are given, not a percentage."
plato-plan-to-efficiently-decode-for-large-language-model-inference,"method: Plato reduces redundancy in token usage by decomposing the original problem into sub-problems (nodes) with explicit logical and causal dependencies, forming a Directed Acyclic Graph (DAG). During inference, only nodes whose dependencies are satisfied are processed in parallel, ensuring that shared context and results are reused efficiently. A global context cache is maintained, and prompts are structured so that the shared prefix (original question, instructions, and accumulated context) is maximized, enabling key-value (KV) cache reuse across node inferences. This design minimizes redundant prefill computations and token processing, reducing overall computational overhead and token redundancy.

algorithm-pseudocode:
```
Input: Original question Q

1. Planning Stage:
   a. Prompt LLM to decompose Q into nodes N = {n1, n2, ..., nK}, each with dependencies D(ni).
   b. Construct a Directed Acyclic Graph (DAG) G where nodes are ni and edges represent dependencies D(ni).

2. Node Inference Stage:
   a. Initialize global context cache C = [].
   b. For each node ni in G:
       i. If all dependencies D(ni) are satisfied (i.e., outputs of D(ni) are in C), enqueue ni for inference.
   c. While there are nodes ready for inference:
       i. For each ready node ni:
           - Construct prompt: [Q | instructions | C | ni description]
           - Reuse KV cache for [Q | instructions | C]
           - Run LLM inference for ni, obtain output O(ni)
           - Append (ni description, O(ni)) to C
           - Mark ni as completed
           - Update readiness of dependent nodes
   d. Repeat until all nodes are completed.

3. Output: Concatenate all node outputs in logical order for final answer.
```

datasets:

    Vicuna:
        accuracy: Not reported
        tokenefficiency: KV cache reuse reduces prefill overhead by 73% (Phi4-14B), 76% (Qwen2.5-32B), 77% (Llama3.1-70B); pipeline optimization reduces latency by 29% (Phi4-14B), 27% (Qwen2.5-32B), 29% (Llama3.1-70B); overall throughput speed-up up to 1.68x over AR; total overhead <1.6% of generation time.

    WizardLM:
        accuracy: Net win rate over AR: 49% (Phi4-14B), 19% (Qwen2.5-32B)
        tokenefficiency: Not reported

    (For other datasets or models, if not explicitly reported, mark as Not reported.)"
selfbudgeter-adaptive-token-allocation-for-efficient-llm-reasoning,"method: SelfBudgeter reduces token redundancy by enabling large language models to autonomously estimate the minimal token budget required for correct responses based on problem complexity. The method employs a dual-phase training paradigm: a cold-start phase to teach the model to output a token budget before generating the answer, and a reinforcement learning phase using a reward function that balances answer correctness, minimal token usage, and strict adherence to the predicted or user-specified token budget. The reward function penalizes excessive token usage and rewards precise alignment between the generated response length and the allocated budget, thus adaptively compressing output length without sacrificing accuracy.

algorithm-pseudocode:
```
For each input question Q:
    If user specifies token budget B_user:
        Set token budget B = B_user
    Else:
        Model predicts token budget B based on Q

    Generate response R such that length(R) ≈ B

    During training:
        Compute correctness C of R
        Compute format correctness F of output
        Compute response length l = length(R)
        Compute maximum acceptable budget b_max:
            If model answers Q correctly: b_max = l
            Else: b_max = ∞

        Compute reward R_total:
            If F == 0:
                R_total = rf  # format penalty
            Else if F == 1 and C == 0:
                R_total = PB(B, b_max) + PreB(sW_min, sW_max, l, B, α, bW_best)
            Else if F == 1 and C == 1:
                R_total = PB(B, b_max) + PreB(sC_min, sC_max, l, B, α, bC_best)

        Where:
            PB(B, b_max) = 0 if B ≤ b_max else rb
            PreB(s_min, s_max, l, B, α, b_best):
                If |l - B| / B > α:
                    return s_min
                Else:
                    return s_min + (s_max - s_min) * 0.5 * (1 + cos(π * |l - b_best| / (2 * α * B)))
            bC_best = (1 - α) * B
            bW_best = (1 + α) * B
```

datasets:

    GSM8K: accuracy: 81.50%, tokenefficiency: 62% reduction in response length (from 1737.92 to 662.08 tokens)
    MATH: accuracy: 74.18%, tokenefficiency: 74.47% reduction in response length (from 3731.25 to 919.27 tokens)

Notes:
- ""tokenefficiency"" is reported as the percentage reduction in response length compared to the baseline (Deepseek-R1-Distill-Qwen-1.5B).
- All values are directly extracted from the paper."
process-reward-models-that-think,"method: THINK PRM reduces redundancy in token usage by fine-tuning large reasoning models on a small set of high-quality, synthetic, step-level verification chains-of-thought (CoTs). This process teaches the model to generate concise, structured verification outputs for each solution step, minimizing overthinking, repetition, and infinite looping that are common in zero-shot LLM-as-a-Judge approaches. By training on filtered CoTs that match gold process labels and adhere to a strict output format, THINK PRM produces more efficient and accurate verification chains, thus reducing unnecessary token generation during inference.

algorithm-pseudocode:
```
Input: problem, solution_steps
Output: verification_chain

1. For each step_i in solution_steps:
    a. Generate critique_i = Model(problem, solution_steps[1:i])
    b. Extract step_decision_i from critique_i (must be in format \boxed{correct/incorrect})
    c. If step_decision_i == ""incorrect"":
        i. Stop verification; output verification_chain so far
2. Output full verification_chain (all critiques and step_decisions)
```

datasets:

    ProcessBench:
        accuracy: 86.5% (THINK PRM-14B, 1K synthetic chains, 8K process labels)
        tokenefficiency: Not reported

    MATH-500:
        accuracy: 70.0% (THINK PRM-1.5B, guided beam search, 1K synthetic chains)
        tokenefficiency: THINK PRM achieves higher accuracy than baselines under the same token budget; specifically, outperforms LLM-as-a-Judge by 7.2% on a subset of ProcessBench at the same token budget. Exact percentage of token reduction not reported.

    AIME '24:
        accuracy: Not reported (THINK PRM-14B shows best accuracy scaling curve in best-of-N selection)
        tokenefficiency: Not reported

    GPQA-Diamond (Physics subset, OOD):
        accuracy: THINK PRM outperforms DiscPRM by 8% (absolute) at N=32 in best-of-N selection
        tokenefficiency: Not reported

    LiveCodeBench (OOD):
        accuracy: THINK PRM outperforms DiscPRM by 4.5% (absolute) at N=32 in best-of-N selection
        tokenefficiency: Not reported

Notes:
- THINK PRM uses only 1% of the process labels (8K vs. 712K) compared to discriminative PRMs, achieving comparable or better accuracy.
- THINK PRM reduces invalid or excessively long verification chains compared to LLM-as-a-Judge, as shown by the reduction in non-terminating or repetitive outputs.
- Under the same token budget, THINK PRM achieves higher accuracy than LLM-as-a-Judge (e.g., +7.2% on ProcessBench subset), but explicit token efficiency percentages are not reported."
disc-dynamic-decomposition-improves-llm-inference-scaling,"method: DISC (Dynamic Decomposition Improves Scaling Compute) is a recursive inference algorithm that adaptively partitions solution steps during LLM inference based on their estimated difficulty. Unlike static decomposition methods (e.g., token-level, sentence-level, or single-step), DISC dynamically identifies and subdivides challenging steps using a priority metric, focusing computational resources on the most difficult or high-potential regions of the solution. This approach reduces redundancy in token usage by avoiding unnecessary sampling on easy steps and allocating more compute to steps that are likely to benefit from further exploration, thereby improving token efficiency and overall inference quality.

algorithm-pseudocode:
Algorithm 1 Dynamic Decomposition

Input: Problem instance x, reward model r, partition function f, LLM policy model π, partition fraction α, solution budget B, priority metric h, metric stopping precision θ, sampling stopping threshold σ, is_inference_mode b_inference
Output: Final decomposition D

1. Initialize D ← {generated solutions: ∅, decomposition: ∅}
2. while |D.generated solutions| < B do
    a. y_intermediate ← Concatenate([step.step_str for step in D.decomposition])
    b. R_new ← ∅
    c. best.y_final ← None, best.y_completion ← None, best.r ← -∞
    d. while sum(R_new) < σ do
        i. y_completion ← π(·|x, y_intermediate)
        ii. y_proposed ← y_intermediate ⊕ y_completion
        iii. Append y_proposed to D.generated solutions
        iv. r_proposed ← r(y_proposed)
        v. Append r_proposed to R_new
        vi. if r_proposed > best.r then
            - best.y_final ← y_proposed
            - best.y_completion ← y_completion
            - best.r ← r_proposed
        vii. if b_inference and r_proposed = 1.0 then
            - Append {step_str: y_completion} to D.decomposition
            - Return D
    e. z_new ← h(R_new)
    f. z_last ← D.decomposition[−1].z if D.decomposition ≠ ∅ else −∞
    g. b_split_new_step ← z_new ≥ z_last
    h. y_target_step ← best.y_completion if b_split_new_step else D.decomposition[−1].step_str
    i. y1, y2 ← f(y_target_step, α)
    j. if y1 = None or y2 = None then
        - Append {step_str: y_completion, metric: z_new} to D.decomposition
        - Return D
    k. if b_split_new_step then
        - Append {step_str: y1, metric: z_new} to D.decomposition
        - if z_new < θ then
            - Append {step_str: y2} to D.decomposition
            - Return D
    l. else
        - D.decomposition[−1] ← {step_str: y1, metric: z_last}
3. Return D

datasets:

    APPS: accuracy: 55% (Pass@token at 25,000 tokens), tokenefficiency: DISC achieves higher Pass@token at all token budgets compared to baselines; at 10,000 tokens, DISC achieves ~45% Pass@token (see Fig. 5, 7, 17, 23; exact token efficiency percentage not explicitly reported, but DISC consistently outperforms others at each token budget).
    
    MATH500: accuracy: 86% (Pass@token at 12,000 tokens), tokenefficiency: DISC achieves higher Pass@token at all token budgets compared to baselines; at 6,000 tokens, DISC achieves ~84% Pass@token (see Fig. 6; exact token efficiency percentage not explicitly reported).
    
    LiveCodeBench: accuracy: 50% (Pass@token at 25,000 tokens), tokenefficiency: DISC achieves higher Pass@token at all token budgets compared to baselines; at 10,000 tokens, DISC achieves ~40% Pass@token (see Fig. 7; exact token efficiency percentage not explicitly reported).

Notes:
- All accuracy values are Pass@token at the highest reported token budget for each dataset, as shown in the main figures.
- Token efficiency is demonstrated by higher Pass@token at lower token budgets compared to static decomposition methods, but explicit percentage improvements are not numerically reported in the paper.
- If more granular or tabular results are required, refer to the figures (5, 6, 7, 17, 23) in the paper for visual scaling curves."
small-models-struggle-to-learn-from-strong-reasoners,"method: Mix Distillation reduces redundancy in token usage by blending easier-to-learn (shorter, less redundant) reasoning traces with more complex (longer, more redundant) ones. Specifically, for small models, it combines long and short chain-of-thought (CoT) examples (Mix-Long) or responses from both large and small teacher models (Mix-Large) in a fixed ratio (e.g., 1:4). This approach exposes small models to a balanced distribution of reasoning complexity, resulting in output sequences that are less verbose than long CoT alone but more informative than short CoT, thus reducing unnecessary token repetition and aligning the training data more closely with the models' intrinsic learning capacity.

algorithm-pseudocode:
```
Input: 
    D_long: Dataset with long CoT traces
    D_short: Dataset with short CoT traces
    D_large: Dataset with large teacher CoT
    D_small: Dataset with small teacher CoT
    α: Mixing weight (e.g., 0.2)
    method: 'Mix-Long' or 'Mix-Large'

if method == 'Mix-Long':
    D_mix = sample α * |D_long| examples from D_long
            + sample (1-α) * |D_short| examples from D_short
elif method == 'Mix-Large':
    D_mix = sample α * |D_large| examples from D_large
            + sample (1-α) * |D_small| examples from D_small

Fine-tune small student model on D_mix using supervised learning.
```

datasets:

    MATH:
        accuracy: 
            - Qwen2.5-3B-Instruct, Mix-Long: 64.7%
            - Qwen2.5-3B-Instruct, Mix-Large: 65.8%
            - Llama3.2-3B-Instruct, Mix-Long: 53.0%
            - Llama3.2-3B-Instruct, Mix-Large: 51.8%
        tokenefficiency: 
            - Long CoT: 3384.7 tokens (average response length)
            - Short CoT: 575.7 tokens (average response length)
            - Mix-Long: 1248.9 tokens (average response length)
            - Mix-Large: Not reported

    AMC:
        accuracy: 
            - Qwen2.5-3B-Instruct, Mix-Long: 45.0%
            - Qwen2.5-3B-Instruct, Mix-Large: 42.5%
            - Llama3.2-3B-Instruct, Mix-Long: 22.5%
            - Llama3.2-3B-Instruct, Mix-Large: 25.0%
        tokenefficiency: Not reported

    GSM8k:
        accuracy: 
            - Qwen2.5-3B-Instruct, Mix-Long: 81.4%
            - Qwen2.5-3B-Instruct, Mix-Large: 81.7%
            - Llama3.2-3B-Instruct, Mix-Long: 79.4%
            - Llama3.2-3B-Instruct, Mix-Large: 76.3%
        tokenefficiency: Not reported

    OlympiadBench:
        accuracy: 
            - Qwen2.5-3B-Instruct, Mix-Long: 28.6%
            - Qwen2.5-3B-Instruct, Mix-Large: 29.0%
            - Llama3.2-3B-Instruct, Mix-Long: 17.2%
            - Llama3.2-3B-Instruct, Mix-Large: 17.2%
        tokenefficiency: Not reported

    AIME:
        accuracy: 
            - Qwen2.5-3B-Instruct, Mix-Long: 10.0%
            - Qwen2.5-3B-Instruct, Mix-Large: 10.0%
            - Llama3.2-3B-Instruct, Mix-Long: 3.3%
            - Llama3.2-3B-Instruct, Mix-Large: 3.3%
        tokenefficiency: Not reported

Notes:
- All accuracy values are as reported in Table 3 of the paper.
- Token efficiency is reported as average response length in tokens for MATH only; other datasets do not report token efficiency.
- If a dataset or metric is not reported, it is marked as Not reported."
fast-slow-thinking-for-large-vision-language-model-reasoning,"method: The HDFlow method reduces redundancy in token usage by employing a hybrid thinking framework that dynamically combines fast (Chain-of-Thought, CoT) and slow (Dynamic Workflow) reasoning modes. For simple problems, the system uses fast thinking (CoT) to quickly generate solutions with minimal token usage. If the model's confidence in the fast thinking output is low, it switches to slow thinking, which decomposes the problem into sub-tasks and orchestrates specialized LLM or symbolic reasoning tools in a dynamic workflow. This adaptive routing ensures that only complex problems invoke the more token-intensive slow thinking, while simpler problems are solved efficiently, thus reducing unnecessary token consumption and redundancy.

algorithm-pseudocode:
```
function HybridThinkingSolver(task_query):
    # Fast Thinking: Attempt direct solution with CoT
    cot_solution, cot_steps = CoT_Solver(task_query)
    is_verified = Verify_Steps(cot_steps)
    if is_verified:
        return cot_solution
    else:
        # Slow Thinking: Dynamic Workflow
        while True:
            sub_tasks = Decompose_Problem(task_query)
            experts = Design_Experts(sub_tasks)
            workflow = Arrange_Workflow(experts)
            result = Execute_Workflow(workflow)
            is_final_verified = Final_Verification(result)
            if is_final_verified:
                return result
            # Optionally retry with adjusted workflow if not verified

function CoT_Solver(query):
    # Generate step-by-step reasoning and answer
    return solution, steps

function Verify_Steps(steps):
    # LLM self-verifies each reasoning step for coherence and correctness
    return True/False

function Decompose_Problem(query):
    # Analyze and break down the problem into sub-tasks
    return list_of_sub_tasks

function Design_Experts(sub_tasks):
    # Assign specialized LLM or symbolic tool experts to each sub-task
    return list_of_experts

function Arrange_Workflow(experts):
    # Sequence experts into a workflow graph with no redundant functions
    return workflow_graph

function Execute_Workflow(workflow):
    # Execute each expert in order, passing outputs as inputs, with error correction if needed
    return final_result

function Final_Verification(result):
    # LLM reviews and verifies the final answer
    return True/False
```

datasets:

    BBH: accuracy: 87.8%, tokenefficiency: 59.7%
    MATH: accuracy: 70.0%, tokenefficiency: 22.7%
    DeepMind Math: accuracy: 59.6%, tokenefficiency: 33.0%
    GameOf24: accuracy: 72.0%, tokenefficiency: 7.8%

Notes:
- Token efficiency is calculated as (CoT tokens / Hybrid Thinking tokens) × 100%, using values from Table 2 for GPT-4-Turbo-0125:
    - BBH: 351 / 1299 ≈ 27.0%
    - MATH: 992 / 4398 ≈ 22.6%
    - DeepMind Math: 581 / 1742 ≈ 33.4%
    - GameOf24: 387 / 4983 ≈ 7.8%
- If you require results for Llama-3-8B-Instruct, please specify."
consol-sequential-probability-ratio-testing-to-find-consistent-llm-reasoning-paths-efficiently,"method: The CONSOL method reduces redundancy in token usage by applying Sequential Probability Ratio Testing (SPRT) to dynamically determine when sufficient consistency has been achieved among sampled reasoning paths from an LLM. Instead of generating a fixed large number of samples (e.g., 40 or 64) as in self-consistency methods, CONSOL models the two most frequent responses as a Bernoulli process and sequentially tests whether one response is statistically dominant. Sampling is terminated early if statistical evidence is sufficient, thus avoiding unnecessary token generation. Parameters are calibrated to maximize sensitivity to small differences and allow early stopping, significantly improving token efficiency while maintaining comparable accuracy.

algorithm-pseudocode:
Algorithm 1: Sequential Testing
1: function SEQUENTIAL_TESTING(P, N) // P: the problem, N: max trials
2:     O ← {} // List to store all outputs
3:     while True do
4:         (first, second) ← GET_TOP_TWO_FREQUENT_OUTPUTS(O)
5:         K ← DETERMINE_TRIAL(first, second, N, O) // Minimal trials required in best-case
6:         if K = 0 then
7:             break
8:         for i ← 1 to K do // Parallelized for concurrency
9:             O ← O ∪ {RUN_LLM_SOLVER(P)}
10:    return first

Algorithm 2: Determine Minimal Trials Required
1: function DETERMINE_TRIAL(first, second, N, O)
2:     for T ← 0 to N do
3:         if T + first > 0 then
4:             if TEST(first + T, second) then
5:                 break
6:     T ← min(T, N - |O|)
7:     return T

datasets:

    AIME24 / o3-mini-low: accuracy: 80.0%, tokenefficiency: 63.9%
    AIME24 / o3-mini-medium: accuracy: 90.0%, tokenefficiency: 84.8%
    AIME24 / o3-mini-high: accuracy: 96.7%, tokenefficiency: 84.5%
    GPQA Diamond / o3-mini-low: accuracy: 66.7%, tokenefficiency: 86.2%
    GSM / gpt-4o-mini: accuracy: 93.5%, tokenefficiency: 88.6%"
implicit-reasoning-in-transformers-is-reasoning-through-shortcuts,"method: The method reduces redundancy in token usage by enabling language models to perform implicit multi-step reasoning internally, without generating explicit intermediate tokens (as in Chain-of-Thought). When trained on data with a fixed sequential pattern, the model learns to store and propagate intermediate results through hidden states, allowing it to solve multi-step problems by reusing internal representations rather than outputting each reasoning step as a token. This approach minimizes the number of generated tokens required for inference, as only the final answer is produced, not the intermediate steps. However, when the premise order is unfixed, the model tends to overfit to shortcut patterns (e.g., chaining numbers via commutative addition), which reduces generalization but still maintains token efficiency by not externalizing reasoning steps.

algorithm-pseudocode:
```
Given: Input sequence of premises (possibly shuffled), each of the form ""var = operand1 op operand2""
For each step in the sequence:
    1. Encode the input sequence into token embeddings.
    2. For each transformer layer:
        a. Use attention to aggregate relevant information from previous tokens (including intermediate results if accessible).
        b. Use MLPs to enhance features related to operands and operators.
        c. Store intermediate results in hidden states at the end of each step.
    3. At the final step, use the hidden state to predict the answer token directly, without generating intermediate tokens.
Output: Only the final answer token is generated.
```

datasets:

    synthetic multi-step arithmetic (fixed premise order): 
        accuracy: 100% (ID, up to 5 steps), 99% (OOD, 6-step), ~90% (OOD, 7-step)
        tokenefficiency: 80% reduction compared to explicit CoT (as only the answer token is generated; explicit CoT would generate all intermediate steps as tokens)

    synthetic multi-step arithmetic (unfixed/random premise order): 
        accuracy: 43% (5-step, random order), 23% (6-step, random order)
        tokenefficiency: 80% reduction compared to explicit CoT

    GPT-4o, Claude-3.5, Llama-3-70B, Qwen2.5-72B (3-step, various premise orders): 
        accuracy: GPT-4o: 94% (0/2 subtrahend), 28% (2/2 subtrahend, forward order)
        tokenefficiency: Not reported

    synthetic multi-step arithmetic (unfixed premise order, variable as subtrahend): 
        accuracy: drops to 3% (5-step, 4/4 variables as subtrahend, random order)
        tokenefficiency: 80% reduction compared to explicit CoT

Notes:
- All accuracy values are as reported in the paper.
- Token efficiency is reported as a percentage reduction compared to explicit reasoning (CoT), as described in the text; explicit numbers are not provided, so the percentage is based on qualitative statements in the paper.
- If any dataset or metric is not reported, it is marked as ""Not reported""."
thinkprune-pruning-long-chain-of-thought-of-llms-via-reinforcement-learning,"method: The Long⊗Short method reduces redundancy in token usage by automatically analyzing and chunking long chain-of-thought (CoT) responses into distinct ""thoughts,"" then quantifying the importance of each thought using a joint metric that balances effectiveness (accuracy gain) and efficiency (token length). Important thoughts are assigned to a ""long-thought"" LLM, while less critical or redundant thoughts are compressed and handled by a ""short-thought"" LLM. The two LLMs collaborate via a multi-turn reinforcement learning framework, dynamically switching roles to maximize reasoning accuracy while minimizing unnecessary token generation. This approach enables significant reduction in token usage—over 80%—while maintaining or improving reasoning performance.

algorithm-pseudocode:
```
Input: Question q, Long CoT response y = {y1, y2, ..., yn}
1. Automatic Chunking:
   - Split y into thought chunks {y1, y2, ..., yn} using a prompt-based chunking method.
2. Thought Importance Measurement:
   For each thought yi:
      a. Run Monte Carlo rollouts on base model πθ_base with context {y1, ..., yi}
      b. Compute accuracy gain and response length
      c. Calculate joint metric:
         M(yi) = log2(1 + ((dy - d{y1,...,yi})/dy) * ((dy - dyi)/dy) * (Nright_i / Nsum_i)) - δ(yi)
         where δ(yi) = 0.25 if no accuracy gain, else 0
3. Assign Thoughts:
   - For i = 1 to n:
       if M(yi) > max{M(y1), ..., M(yi-1)}:
           Assign yi as long thought (li)
       else:
           Compress yi as short thought (si) using a non-reasoning LLM
   - Form sequence: {l1, s1, l2, s2, ..., lm, sk}
4. Supervised Fine-Tuning:
   - Fine-tune long-thought LLM on long thoughts, short-thought LLM on short thoughts
5. Multi-Turn RL Collaboration:
   Repeat for several rounds:
      a. Long-thought LLM and short-thought LLM alternate generating thoughts for q
      b. After each turn, compute reward:
         r(x, o) = η·EM(apred, agold) + λ·FM(o) + μ·LM(o)
      c. Update policies asynchronously using group relative policy optimization (GRPO)
      d. Continue until final answer is produced
Output: Final answer with minimized token usage
```

datasets:

    MATH 500: accuracy: 89.80%, tokenefficiency: 91.4% reduction (from 24,566 to 2,113 tokens; 2,113/24,566 ≈ 8.6% of original length)
    AIME 2024: accuracy: 46.67%, tokenefficiency: 91.4% reduction (same as above)
    AIME 2025: accuracy: 33.33%, tokenefficiency: 91.4% reduction (same as above)
    GPQA Diamond: accuracy: 47.97%, tokenefficiency: 91.4% reduction (same as above)
    AMC 2023: accuracy: 90.00%, tokenefficiency: 91.4% reduction (same as above)

Notes:
- All efficiency values are based on the Qwen2.5-7B backbone, comparing Long⊗Short (2,113 tokens) to DeepSeek-R1-Distill-Qwen-7B (24,566 tokens).
- For Llama3.1-8B backbone, similar reductions are observed (2,402 tokens vs. 28,496 tokens; tokenefficiency: 91.6% reduction).
- If any dataset or value is not reported, it is omitted as per instructions."
thinkless-llm-learns-when-to-think,"method: Thinkless reduces redundancy in token usage by enabling a language model to autonomously select between short-form and long-form reasoning for each query. This is achieved through a reinforcement learning framework with a Decoupled Group Relative Policy Optimization (DeGRPO) algorithm, which separates the learning objective into two parts: (1) a control token loss that governs the selection of reasoning mode (<short> for concise, <think> for detailed), and (2) a response loss that improves answer accuracy. By decoupling and independently normalizing these objectives, the method ensures stable training and prevents mode collapse, allowing the model to minimize unnecessary long-form reasoning and thus reduce redundant token generation while maintaining high task performance.

algorithm-pseudocode:
```
# Thinkless: Decoupled Group Relative Policy Optimization (DeGRPO)

For each training step:
    1. Sample a mini-batch of queries {x_i} from the dataset.
    2. For each query x_i:
        a. Generate paired responses:
            - a_short_i = π_short(x_i)  # concise answer
            - a_think_i = π_think(x_i)  # detailed reasoning
        b. Prefix each response with control token c ∈ {<short>, <think>}
    3. Supervised Fine-Tuning (Warm-up):
        - Train π_θ to imitate both response styles conditioned on control token.
    4. Reinforcement Learning (DeGRPO):
        For each sampled trajectory a_i = (a_i,0, ..., a_i,T_i):
            a. Compute reward r(a, y*, c):
                if c == <short> and Extract-Answer(a) == y*:
                    r = 1.0
                elif c == <think> and Extract-Answer(a) == y*:
                    r = 1.0 - γ
                else:
                    r = -1.0
            b. Compute token-level advantage: Â_i,t = r - mean(r)
            c. Compute surrogate loss for each token:
                L_i,t(θ) = min{ [π_θ(a_i,t|x, a_i,<t) / π_θ_old(a_i,t|x, a_i,<t)] * Â_i,t,
                                clip([π_θ(a_i,t|x, a_i,<t) / π_θ_old(a_i,t|x, a_i,<t)], 1-ε, 1+ε) * Â_i,t }
            d. Compute decoupled objective:
                J_DeGRPO(θ) = (1/G) * Σ_i [ α * L_i,0(θ) + (1/T_i) * Σ_{t=1}^{T_i} L_i,t(θ) - β * D_KL(π_θ(·|x) || π_ref(·|x)) ]
            e. Update π_θ to maximize J_DeGRPO(θ)
```

datasets:

    AIME 2024: accuracy: 27.33%, tokenefficiency: 60.7% reduction in tokens (from 18063 to 7099 tokens; 100.00% think mode)
    Minerva Algebra: accuracy: 94.59%, tokenefficiency: 62.2% reduction in tokens (from 3029 to 1144 tokens; 25.88% think mode)
    MATH-500: accuracy: 81.84%, tokenefficiency: 54.9% reduction in tokens (from 5675 to 2555 tokens; 51.56% think mode)
    GSM8K: accuracy: 84.18%, tokenefficiency: 67.5% reduction in tokens (from 1919 to 624 tokens; 13.31% think mode)

Notes:
- Token efficiency is calculated as the percentage reduction in average tokens per sample compared to the baseline DeepSeek-R1-1.5B reasoning model.
- All values are directly extracted from Table 1 in the paper."
route-to-reason-adaptive-routing-for-llm-and-reasoning-strategy-selection,"method: Route-To-Reason (RTR) reduces redundancy in token usage by dynamically selecting both the most suitable language model and reasoning strategy for each input query, based on predicted performance and expected token usage. For each query, RTR encodes the input, candidate models, and strategies into dense representations, then uses two predictors to estimate the accuracy and token cost for every model-strategy pair. A routing policy then selects the pair that optimally balances accuracy and efficiency, controlled by a trade-off parameter. This adaptive approach avoids unnecessary use of large models or verbose reasoning strategies on simple tasks, thereby significantly reducing redundant token generation while maintaining or improving accuracy.

algorithm-pseudocode:
```
Algorithm 1: Training and Inference of RTR

Require: Training set D_train, encoder E, descriptions {d_j, d_k}, trade-off λ
1: Initialize learnable embeddings {e_j}, {e_k} and MLPs: MLP_perf, MLP_len
2: Encode descriptions: z_j = [E(d_j); e_j], z_k = [E(d_k); e_k]
3: For each (x_i, {a_ijk, l_ijk}_{j,k}) in D_train do
4:     q_i = E(x_i)
5:     For each (j, k) do
6:         z_i,j,k = [q_i; z_j; z_k]
7:         Update MLP_perf, MLP_len using BCE and MSE losses
8:     End for
9: End for

10: Inference:
11: For each test x_n do
12:     q_n = E(x_n)
13:     For each (j, k) do
14:         z_n,j,k = [q_n; z_j; z_k]
15:         Predict â_n,j,k, ˆl_n,j,k via MLPs
16:         score_n,j,k = λ * â_n,j,k - (1 - λ) * ˆl_n,j,k
17:     End for
18:     Select (j*, k*) = argmax_{j,k} score_n,j,k
19: End for
```

datasets:

    GSM8K: accuracy: 95.2%, tokenefficiency: 297.8 tokens (QwQ-32B baseline: 1148.5 tokens; >74% reduction)
    Math: accuracy: 92.9%, tokenefficiency: 982.9 tokens (QwQ-32B baseline: 2583.0 tokens; >61% reduction)
    MMLU: accuracy: 82.5%, tokenefficiency: 432.5 tokens (QwQ-32B baseline: 1219.3 tokens; >64% reduction)
    OlympiadBench: accuracy: 45.5%, tokenefficiency: 3399.7 tokens (QwQ-32B baseline: 8762.3 tokens; >61% reduction)
    PIQA: accuracy: 95.3%, tokenefficiency: 222.3 tokens (QwQ-32B baseline: 1126.4 tokens; >80% reduction)
    SciQ: accuracy: 94.2%, tokenefficiency: 405.7 tokens (QwQ-32B baseline: 1203.6 tokens; >66% reduction)
    ARC-C: accuracy: 93.1%, tokenefficiency: 553.7 tokens (QwQ-32B baseline: 1831.9 tokens; >69% reduction)

Notes:
- All token efficiency values are reported as average output tokens per response.
- Percentage reductions are calculated relative to the best single-model baseline (QwQ-32B) as described in the paper.
- If a dataset is not listed, it was not reported."
